phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
must be installed,must md be vb installed vbn,1,<MD><VB><VBN>
must be performed,must md be vb performed vbn,1,<MD><VB><VBN>
must be replaced,must md be vb replaced vbn,1,<MD><VB><VBN>
n anot,n rb anot nn,1,<RB><NN>
na free,na rb free jj,1,<RB><JJ>
na na,na to_pos na nns,1,<TO><NNS>
nameplate in place,nameplate nn in in_pos place nn,1,<NN><IN><NN>
nameplate was,nameplate nn was vbd,1,<NN><VBD>
nameplates are,nameplates nns are vbp,1,<NNS><VBP>
nameplates legible,nameplates nns legible jj,1,<NNS><JJ>
nc found,nc nn found vbd,1,<NN><VBD>
nde degree,nde nns degree vbp,1,<NNS><VBP>
nde was,nde nn was vbd,1,<NN><VBD>
necessary,necessary jj,1,<JJ>
need for pump,need nn for in_pos pump nn,1,<NN><IN><NN>
need replaced,need nn replaced vbd,1,<NN><VBD>
needed,needed vbn,1,<VBN>
needing,needing vbg,1,<VBG>
never installed,never rb installed vbn,1,<RB><VBN>
new,new jj,1,<JJ>
next,next jj,1,<JJ>
nichols fabio,nichols nns fabio vbp,1,<NNS><VBP>
nicks cuts,nicks nns cuts nns,1,<NNS><NNS>
nicks ok,nicks nns ok vbp,1,<NNS><VBP>
nitrogen in accordance,nitrogen nn in in_pos accordance nn,1,<NN><IN><NN>
no abnormal,no dt abnormal jj,1,<DT><JJ>
no abnormalities found,no dt abnormalities nns found vbd,1,<DT><NNS><VBD>
no abnormalities noted,no dt abnormalities nns noted vbd,1,<DT><NNS><VBD>
no action necessary,no dt action nn necessary jj,1,<DT><NN><JJ>
no active,no dt active jj,1,<DT><JJ>
no anomalies found,no dt anomalies nns found vbd,1,<DT><NNS><VBD>
no anomolies found,no dt anomolies nns found vbd,1,<DT><NNS><VBD>
no appicable,no dt appicable jj,1,<DT><JJ>
no applicable,no dt applicable jj,1,<DT><JJ>
no bolts were,no dt bolts nns were vbd,1,<DT><NNS><VBD>
no cables were,no dt cables nns were vbd,1,<DT><NNS><VBD>
no corrosion suitable,no dt corrosion nn suitable jj,1,<DT><NN><JJ>
no cracks checked,no dt cracks nns checked vbd,1,<DT><NNS><VBD>
no cracks found,no dt cracks nns found vbd,1,<DT><NNS><VBD>
no cracks noted,no dt cracks nns noted vbd,1,<DT><NNS><VBD>
no cracks observed,no dt cracks nns observed vbd,1,<DT><NNS><VBD>
no cracks were,no dt cracks nns were vbd,1,<DT><NNS><VBD>
no current,no dt current jj,1,<DT><JJ>
no damage suitable,no dt damage nn suitable jj,1,<DT><NN><JJ>
no debris suitable,no dt debris nn suitable jj,1,<DT><NN><JJ>
no defeciencies found,no dt defeciencies nns found vbd,1,<DT><NNS><VBD>
no defects found,no dt defects nns found vbd,1,<DT><NNS><VBD>
no defects were,no dt defects nns were vbd,1,<DT><NNS><VBD>
no deviations found,no dt deviations nns found vbd,1,<DT><NNS><VBD>
no dirt suitable,no dt dirt nn suitable jj,1,<DT><NN><JJ>
no discrepancies noted,no dt discrepancies nns noted vbd,1,<DT><NNS><VBD>
no excess,no dt excess jj,1,<DT><JJ>
no excessive,no dt excessive jj,1,<DT><JJ>
no external,no dt external jj,1,<DT><JJ>
no faults found,no dt faults nns found vbd,1,<DT><NNS><VBD>
no filters fitted,no dt filters nns fitted vbd,1,<DT><NNS><VBD>
no filters installed,no dt filters nns installed vbd,1,<DT><NNS><VBD>
no heaters installed,no dt heaters nns installed vbd,1,<DT><NNS><VBD>
no hot,no dt hot jj,1,<DT><JJ>
no immediate,no dt immediate jj,1,<DT><JJ>
no initial,no dt initial jj,1,<DT><JJ>
no isssues found,no dt isssues nns found vbd,1,<DT><NNS><VBD>
no issues did,no dt issues nns did vbd,1,<DT><NNS><VBD>
no issues found,no dt issues nns found vbd,1,<DT><NNS><VBD>
no issues noted,no dt issues nns noted vbd,1,<DT><NNS><VBD>
no issues opened,no dt issues nns opened vbd,1,<DT><NNS><VBD>
no issues reported,no dt issues nns reported vbd,1,<DT><NNS><VBD>
no issues were,no dt issues nns were vbd,1,<DT><NNS><VBD>
no issures found,no dt issures nns found vbd,1,<DT><NNS><VBD>
no leaks found,no dt leaks nns found vbd,1,<DT><NNS><VBD>
no leaks noted,no dt leaks nns noted vbd,1,<DT><NNS><VBD>
no leaks were,no dt leaks nns were vbd,1,<DT><NNS><VBD>
no loose,no dt loose jj,1,<DT><JJ>
no major,no dt major jj,1,<DT><JJ>
no mechanical,no dt mechanical jj,1,<DT><JJ>
no necessary,no dt necessary jj,1,<DT><JJ>
no notable,no dt notable jj,1,<DT><JJ>
no observable,no dt observable jj,1,<DT><JJ>
no other,no dt other jj,1,<DT><JJ>
no possible,no dt possible jj,1,<DT><JJ>
no problems found,no dt problems nns found vbd,1,<DT><NNS><VBD>
no problems noted,no dt problems nns noted vbd,1,<DT><NNS><VBD>
no problems noticed,no dt problems nns noticed vbd,1,<DT><NNS><VBD>
no problems were,no dt problems nns were vbd,1,<DT><NNS><VBD>
no repairs required,no dt repairs nn required vbd,1,<DT><NN><VBD>
no repairs were,no dt repairs nns were vbd,1,<DT><NNS><VBD>
no substantial,no dt substantial jj,1,<DT><JJ>
no unusual,no dt unusual jj,1,<DT><JJ>
no vibrations recorded,no dt vibrations nns recorded vbd,1,<DT><NNS><VBD>
no visable,no dt visable jj,1,<DT><JJ>
no visible,no dt visible jj,1,<DT><JJ>
no visual,no dt visual jj,1,<DT><JJ>
no were,no dt were vbd,1,<DT><VBD>
noise documented,noise rb documented vbn,1,<RB><VBN>
noise found,noise nn found vbd,1,<NN><VBD>
noise inspected,noise rb inspected vbn,1,<RB><VBN>
noise noted,noise rb noted vbn,1,<RB><VBN>
noise observed,noise nn observed vbd,1,<NN><VBD>
noise started,noise nn started vbd,1,<NN><VBD>
noise was,noise nn was vbd,1,<NN><VBD>
noises ac,noises nns ac vbp,1,<NNS><VBP>
noises checked,noises nns checked vbd,1,<NNS><VBD>
noises due,noises nns due jj,1,<NNS><JJ>
noises etc,noises nns etc vbp,1,<NNS><VBP>
noises feel,noises nns feel vbp,1,<NNS><VBP>
noises felt,noises nns felt vbd,1,<NNS><VBD>
noises found,noises nns found vbd,1,<NNS><VBD>
noises heard,noises nns heard vbd,1,<NNS><VBD>
noises listened,noises nns listened vbd,1,<NNS><VBD>
noises noted,noises nns noted vbd,1,<NNS><VBD>
noises notedor,noises nns notedor vbp,1,<NNS><VBP>
noises observed,noises nns observed vbd,1,<NNS><VBD>
noises was,noises nns was vbd,1,<NNS><VBD>
noises were,noises nns were vbd,1,<NNS><VBD>
noisesok have,noisesok nns have vbp,1,<NNS><VBP>
nominal,nominal jj,1,<JJ>
non found,non nn found vbd,1,<NN><VBD>
non issued,non nn issued vbd,1,<NN><VBD>
nonclosed,nonclosed vbn,1,<VBN>
nondrive,nondrive jj,1,<JJ>
none closed,none nn closed vbd,1,<NN><VBD>
none detected,none nn detected vbd,1,<NN><VBD>
none found,none nn found vbd,1,<NN><VBD>
none noticed,none nn noticed vbd,1,<NN><VBD>
none observed,none nn observed vbd,1,<NN><VBD>
none were,none nn were vbd,1,<NN><VBD>
normal,normal jj,1,<JJ>
not able,not rb able jj,1,<RB><JJ>
not abnormal,not rb abnormal jj,1,<RB><JJ>
not accessible,not rb accessible jj,1,<RB><JJ>
not achieved,not rb achieved vbn,1,<RB><VBN>
not applicable,not rb applicable jj,1,<RB><JJ>
not available,not rb available jj,1,<RB><JJ>
not been,not rb been vbn,1,<RB><VBN>
not calibrated,not rb calibrated vbn,1,<RB><VBN>
not come,not rb come vb,1,<RB><VB>
not complete,not rb complete jj,1,<RB><JJ>
not completed,not rb completed vbn,1,<RB><VBN>
not conducted,not rb conducted vbn,1,<RB><VBN>
not corroded,not rb corroded vbn,1,<RB><VBN>
not damaged,not rb damaged vbn,1,<RB><VBN>
not degraded,not rb degraded vbn,1,<RB><VBN>
not done,not rb done vbn,1,<RB><VBN>
not due,not rb due jj,1,<RB><JJ>
not equiped,not rb equiped vbn,1,<RB><VBN>
not equipped,not rb equipped vbn,1,<RB><VBN>
not fitted,not rb fitted vbn,1,<RB><VBN>
not found,not rb found vbn,1,<RB><VBN>
not gresed,not rb gresed vbn,1,<RB><VBN>
not had,not rb had vbd,1,<RB><VBD>
not in good shape,not rb in in_pos good jj shape nn,1,<RB><IN><JJ><NN>
not in hazardous area,not rb in in_pos hazardous jj area nn,1,<RB><IN><JJ><NN>
not in operation,not rb in in_pos operation nn,1,<RB><IN><NN>
not in place,not rb in in_pos place nn,1,<RB><IN><NN>
not in use,not rb in in_pos use nn,1,<RB><IN><NN>
not inspected,not rb inspected vbn,1,<RB><VBN>
not installed,not rb installed vbn,1,<RB><VBN>
not lift,not rb lift vb,1,<RB><VB>
not listed,not rb listed vbn,1,<RB><VBN>
not located,not rb located vbn,1,<RB><VBN>
not necessary,not rb necessary jj,1,<RB><JJ>
not needed,not rb needed vbn,1,<RB><VBN>
not noticed,not rb noticed vbn,1,<RB><VBN>
not observed,not rb observed vbn,1,<RB><VBN>
not other,not rb other jj,1,<RB><JJ>
not performed,not rb performed vbn,1,<RB><VBN>
not possible,not rb possible jj,1,<RB><JJ>
not ran,not rb ran vb,1,<RB><VB>
not reached,not rb reached vbn,1,<RB><VBN>
not removed,not rb removed vbn,1,<RB><VBN>
not required,not rb required vbn,1,<RB><VBN>
not soft,not rb soft jj,1,<RB><JJ>
not started,not rb started vbn,1,<RB><VBN>
not suitable,not rb suitable jj,1,<RB><JJ>
not sure,not rb sure jj,1,<RB><JJ>
not taken,not rb taken vbn,1,<RB><VBN>
not tripped,not rb tripped vbn,1,<RB><VBN>
not used,not rb used vbn,1,<RB><VBN>
not wired,not rb wired vbn,1,<RB><VBN>
note below task,note nn below in_pos task nn,1,<NN><IN><NN>
note checked,note nn checked vbd,1,<NN><VBD>
note if rig,note nn if in_pos rig nn,1,<NN><IN><NN>
note make,note nn make vbp,1,<NN><VBP>
note was,note nn was vbd,1,<NN><VBD>
noted,noted vbn,1,<VBN>
notedbearing,notedbearing vbg,1,<VBG>
notes entered,notes nns entered vbd,1,<NNS><VBD>
nothing found,nothing nn found vbd,1,<NN><VBD>
nothing in abnoraml,nothing nn in in_pos abnoraml nn,1,<NN><IN><NN>
nothing observed,nothing nn observed vbd,1,<NN><VBD>
nothing was,nothing nn was vbd,1,<NN><VBD>
noticed,noticed vbn,1,<VBN>
now been,now rb been vbn,1,<RB><VBN>
now complete,now rb complete jj,1,<RB><JJ>
now in use,now rb in in_pos use nn,1,<RB><IN><NN>
now performed,now rb performed vbn,1,<RB><VBN>
nromal,nromal jj,1,<JJ>
nspected,nspected vbn,1,<VBN>
number was,number nn was vbd,1,<NN><VBD>
observed,observed vbn,1,<VBN>
oerdid was,oerdid nn was vbd,1,<NN><VBD>
of abnormal vibration,of in_pos abnormal jj vibration nn,1,<IN><JJ><NN>
of ac motor,of in_pos ac nns motor nn,1,<IN><NNS><NN>
of analysis,of in_pos analysis nn,1,<IN><NN>
of blower,of in_pos blower nn,1,<IN><NN>
of closed loop,of in_pos closed jj loop nn,1,<IN><JJ><NN>
of concern,of in_pos concern nn,1,<IN><NN>
of corrosion,of in_pos corrosion nn,1,<IN><NN>
of cyprina,of in_pos cyprina nn,1,<IN><NN>
of damage,of in_pos damage nn,1,<IN><NN>
of debris,of in_pos debris nn,1,<IN><NN>
of defective motor,of in_pos defective jj motor nn,1,<IN><JJ><NN>
of differential pressure,of in_pos differential jj pressure nn,1,<IN><JJ><NN>
of dirt,of in_pos dirt nn,1,<IN><NN>
of discoloration,of in_pos discoloration nn,1,<IN><NN>
of distress,of in_pos distress nn,1,<IN><NN>
of drive cabinet,of in_pos drive jj cabinet nn,1,<IN><JJ><NN>
of drive motor,of in_pos drive nn motor nn,1,<IN><NN><NN>
of ex,of in_pos ex nn,1,<IN><NN>
of excessive heat,of in_pos excessive jj heat nn,1,<IN><JJ><NN>
of excessive noise,of in_pos excessive jj noise nn,1,<IN><JJ><NN>
of grease,of in_pos grease nn,1,<IN><NN>
of heat,of in_pos heat nn,1,<IN><NN>
of improper lubrication,of in_pos improper jj lubrication nn,1,<IN><JJ><NN>
of infrared temperature,of in_pos infrared jj temperature nn,1,<IN><JJ><NN>
of inspection,of in_pos inspection nn,1,<IN><NN>
of job,of in_pos job nn,1,<IN><NN>
of junction,of in_pos junction nn,1,<IN><NN>
of leakage,of in_pos leakage nn,1,<IN><NN>
of local control,of in_pos local jj control nn,1,<IN><JJ><NN>
of local motor,of in_pos local jj motor nn,1,<IN><JJ><NN>
of loosening,of in_pos loosening vbg,1,<IN><VBG>
of low i,of in_pos low jj i nn,1,<IN><JJ><NN>
of lubrication,of in_pos lubrication nn,1,<IN><NN>
of mechanical damage,of in_pos mechanical jj damage nn,1,<IN><JJ><NN>
of mechanical engineering,of in_pos mechanical jj engineering nn,1,<IN><JJ><NN>
of misalignment,of in_pos misalignment nn,1,<IN><NN>
of motor,of in_pos motor nn,1,<IN><NN>
of mud,of in_pos mud nn,1,<IN><NN>
of mud pump,of in_pos mud nn pump nn,1,<IN><NN><NN>
of note,of in_pos note nn,1,<IN><NN>
of nov engineer,of in_pos nov nns engineer vbp,1,<IN><NNS><VBP>
of nowthe rla,of in_pos nowthe jj rla nn,1,<IN><JJ><NN>
of o ohms,of in_pos o jj ohms nn,1,<IN><JJ><NN>
of old motor,of in_pos old jj motor nn,1,<IN><JJ><NN>
of plate,of in_pos plate nn,1,<IN><NN>
of pm,of in_pos pm nn,1,<IN><NN>
of psi bar,of in_pos psi jj bar nn,1,<IN><JJ><NN>
of remote motor,of in_pos remote jj motor nn,1,<IN><JJ><NN>
of remote start,of in_pos remote jj start nn,1,<IN><JJ><NN>
of rust,of in_pos rust nn,1,<IN><NN>
of rust dirt,of in_pos rust nn dirt nn,1,<IN><NN><NN>
of start,of in_pos start nn,1,<IN><NN>
of sufficient air,of in_pos sufficient jj air nn,1,<IN><JJ><NN>
of test,of in_pos test nn,1,<IN><NN>
of usage,of in_pos usage nn,1,<IN><NN>
of vibration,of in_pos vibration nn,1,<IN><NN>
of water,of in_pos water nn,1,<IN><NN>
off maintained,off rb maintained vbd,1,<RB><VBD>
off motor,off in_pos motor nn,1,<IN><NN>
offered,offered vbn,1,<VBN>
ohm was,ohm nn was vbd,1,<NN><VBD>
ohms checked,ohms nn checked vbd,1,<NN><VBD>
ohms made,ohms nns made vbd,1,<NNS><VBD>
ohms retightened,ohms nn retightened vbd,1,<NN><VBD>
ok confirmed,ok nn confirmed vbd,1,<NN><VBD>
ok ensured,ok nn ensured vbd,1,<NN><VBD>
ok examined,ok nn examined vbd,1,<NN><VBD>
ok inspected,ok rb inspected vbn,1,<RB><VBN>
ok listened,ok nn listened vbd,1,<NN><VBD>
ok made,ok nns made vbd,1,<NNS><VBD>
ok make,ok nns make vbp,1,<NNS><VBP>
ok recorded,ok nn recorded vbd,1,<NN><VBD>
ok reinstalled,ok nn reinstalled vbd,1,<NN><VBD>
ok thread damage,ok jj thread nn damage nn,1,<JJ><NN><NN>
ok was,ok nn was vbd,1,<NN><VBD>
old,old jj,1,<JJ>
on ac,on in_pos ac nn,1,<IN><NN>
on ac motor,on in_pos ac nns motor nn,1,<IN><NNS><NN>
on after switch,on in_pos after in_pos switch nn,1,<IN><IN><NN>
on b,on in_pos b nn,1,<IN><NN>
on barrier,on in_pos barrier nn,1,<IN><NN>
on belt,on in_pos belt nn,1,<IN><NN>
on blower,on in_pos blower nn,1,<IN><NN>
on board,on in_pos board nn,1,<IN><NN>
on buss,on in_pos buss nn,1,<IN><NN>
on cement,on in_pos cement nn,1,<IN><NN>
on checked mud,on in_pos checked vbn mud nn,1,<IN><VBN><NN>
on closed loop,on in_pos closed jj loop nn,1,<IN><JJ><NN>
on completion,on in_pos completion nn,1,<IN><NN>
on contactor,on in_pos contactor nn,1,<IN><NN>
on current condition,on in_pos current jj condition nn,1,<IN><JJ><NN>
on day,on in_pos day nn,1,<IN><NN>
on dc,on in_pos dc nn,1,<IN><NN>
on de,on in_pos de nns,1,<IN><NNS>
on document,on in_pos document nn,1,<IN><NN>
on drive,on in_pos drive nn,1,<IN><NN>
on duct,on in_pos duct nn,1,<IN><NN>
on earth,on in_pos earth nn,1,<IN><NN>
on equipment,on in_pos equipment nn,1,<IN><NN>
on exterior,on in_pos exterior jj,1,<IN><JJ>
on exterior motor,on in_pos exterior jj motor nn,1,<IN><JJ><NN>
on fall,on in_pos fall nn,1,<IN><NN>
on feb cleaning,on in_pos feb nns cleaning vbg,1,<IN><NNS><VBG>
on floor,on in_pos floor nn,1,<IN><NN>
on from dayshift,on in_pos from in_pos dayshift nn,1,<IN><IN><NN>
on fwd side,on in_pos fwd jj side nn,1,<IN><JJ><NN>
on good condition,on in_pos good jj condition nn,1,<IN><JJ><NN>
on ground,on in_pos ground nn,1,<IN><NN>
on hmi vfdcabinet,on in_pos hmi nns vfdcabinet nn,1,<IN><NNS><NN>
on in conjunction,on in_pos in in_pos conjunction nn,1,<IN><IN><NN>
on issue,on in_pos issue nn,1,<IN><NN>
on j,on in_pos j nn,1,<IN><NN>
on jbs,on in_pos jbs nn,1,<IN><NN>
on job,on in_pos job nn,1,<IN><NN>
on junction,on in_pos junction nn,1,<IN><NN>
on june,on in_pos june nn,1,<IN><NN>
on leak,on in_pos leak nn,1,<IN><NN>
on main ac,on in_pos main jj ac nn,1,<IN><JJ><NN>
on main contactor,on in_pos main jj contactor nn,1,<IN><JJ><NN>
on main power,on in_pos main jj power nn,1,<IN><JJ><NN>
on march,on in_pos march nn,1,<IN><NN>
on mcc step,on in_pos mcc jj step nn,1,<IN><JJ><NN>
on mcc test,on in_pos mcc jj test nn,1,<IN><JJ><NN>
on motor,on in_pos motor nn,1,<IN><NN>
on mp,on in_pos mp nn,1,<IN><NN>
on mp drive,on in_pos mp nns drive vbp,1,<IN><NNS><VBP>
on mpa,on in_pos mpa nn,1,<IN><NN>
on mpb,on in_pos mpb nn,1,<IN><NN>
on mud,on in_pos mud nn,1,<IN><NN>
on mud pump,on in_pos mud nn pump nn,1,<IN><NN><NN>
on nde,on in_pos nde nns,1,<IN><NNS>
on nonclosed loop,on in_pos nonclosed jj loop nn,1,<IN><JJ><NN>
on normal mode,on in_pos normal jj mode nn,1,<IN><JJ><NN>
on nov cleaning,on in_pos nov nns cleaning vbg,1,<IN><NNS><VBG>
on off control,on in_pos off rp control nn,1,<IN><RP><NN>
on order,on in_pos order nn,1,<IN><NN>
on place,on in_pos place nn,1,<IN><NN>
on pm,on in_pos pm nn,1,<IN><NN>
on pump,on in_pos pump nn,1,<IN><NN>
on rd,on in_pos rd nn,1,<IN><NN>
on remote,on in_pos remote nn,1,<IN><NN>
on space,on in_pos space nn,1,<IN><NN>
on stop start,on in_pos stop jj start nn,1,<IN><JJ><NN>
on top,on in_pos top nn,1,<IN><NN>
on urgent order,on in_pos urgent jj order nn,1,<IN><JJ><NN>
on vibration,on in_pos vibration nn,1,<IN><NN>
on without problem,on in_pos without in_pos problem nn,1,<IN><IN><NN>
one on mud,one cd on in_pos mud nn,1,<CD><IN><NN>
ones are,ones nns are vbp,1,<NNS><VBP>
ongoing,ongoing vbg,1,<VBG>
only due,only rb due jj,1,<RB><JJ>
only if relief plug,only rb if in_pos relief nn plug nn,1,<RB><IN><NN><NN>
only old,only rb old jj,1,<RB><JJ>
only on nonclosed loop,only rb on in_pos nonclosed vbn loop nn,1,<RB><IN><VBN><NN>
only on nonsealed bearing,only rb on in_pos nonsealed jj bearing nn,1,<RB><IN><JJ><NN>
only small,only rb small jj,1,<RB><JJ>
open,open jj,1,<JJ>
opened,opened vbn,1,<VBN>
operated,operated vbn,1,<VBN>
operates in make,operates nns in in_pos make nn,1,<NNS><IN><NN>
operation activated,operation nn activated vbd,1,<NN><VBD>
operation felt,operation nn felt vbd,1,<NN><VBD>
operation of motor,operation nn of in_pos motor nn,1,<NN><IN><NN>
operation of pa,operation nn of in_pos pa nn,1,<NN><IN><NN>
operation of rig,operation nn of in_pos rig nn,1,<NN><IN><NN>
operation of space,operation nn of in_pos space nn,1,<NN><IN><NN>
operation required,operation nn required vbd,1,<NN><VBD>
operation verified,operation nn verified vbd,1,<NN><VBD>
operational,operational jj,1,<JJ>
operations allow,operations nns allow vbp,1,<NNS><VBP>
operations allowed,operations nns allowed vbd,1,<NNS><VBD>
operations do,operations nns do vbp,1,<NNS><VBP>
operations performed,operations nns performed vbd,1,<NNS><VBD>
operations permit,operations nns permit vbp,1,<NNS><VBP>
operations resumed,operations nns resumed vbd,1,<NNS><VBD>
operaton with bleed,operaton nn with in_pos bleed nn,1,<NN><IN><NN>
optimized,optimized vbn,1,<VBN>
order at time,order nn at in_pos time nn,1,<NN><IN><NN>
order found,order nn found vbd,1,<NN><VBD>
order on job,order nn on in_pos job nn,1,<NN><IN><NN>
ordered,ordered vbn,1,<VBN>
ordering,ordering vbg,1,<VBG>
original,original jj,1,<JJ>
originally created,originally rb created vbn,1,<RB><VBN>
other,other jj,1,<JJ>
others are,others nns are vbp,1,<NNS><VBP>
out inspection,out in_pos inspection nn,1,<IN><NN>
out multiple time,out in_pos multiple jj time nn,1,<IN><JJ><NN>
out of adjustment,out in_pos of in_pos adjustment nn,1,<IN><IN><NN>
out of belt,out in_pos of in_pos belt nn,1,<IN><IN><NN>
out of service,out in_pos of in_pos service nn,1,<IN><IN><NN>
out visual inspection,out in_pos visual jj inspection nn,1,<IN><JJ><NN>
outside of ductwork,outside in_pos of in_pos ductwork nn,1,<IN><IN><NN>
over hp lubrication,over in_pos hp jj lubrication nn,1,<IN><JJ><NN>
overall,overall jj,1,<JJ>
overgreased,overgreased vbn,1,<VBN>
overhauled,overhauled vbn,1,<VBN>
overhauling,overhauling vbg,1,<VBG>
overheated,overheated vbn,1,<VBN>
overheating,overheating vbg,1,<VBG>
own,own jj,1,<JJ>
p out b,p nn out rp b nn,1,<NN><RP><NN>
painted,painted vbn,1,<VBN>
panel grounded,panel nn grounded vbd,1,<NN><VBD>
panel was,panel nn was vbd,1,<NN><VBD>
parameters have,parameters nns have vbp,1,<NNS><VBP>
parameters need,parameters nns need vbp,1,<NNS><VBP>
parameters rigged,parameters nns rigged vbd,1,<NNS><VBD>
part checked,part nn checked vbd,1,<NN><VBD>
part ordered,part nn ordered vbd,1,<NN><VBD>
part under correct,part nn under in_pos correct nn,1,<NN><IN><NN>
parted,parted vbn,1,<VBN>
parts move,parts nns move vbp,1,<NNS><VBP>
parts received,parts nns received vbd,1,<NNS><VBD>
parts requested,parts nns requested vbd,1,<NNS><VBD>
party completed,party nn completed vbd,1,<NN><VBD>
party found,party nn found vbd,1,<NN><VBD>
passed,passed vbn,1,<VBN>
pending,pending vbg,1,<VBG>
per first tag,per in_pos first jj tag nn,1,<IN><JJ><NN>
per oem,per in_pos oem nn,1,<IN><NN>
per pm,per in_pos pm nn,1,<IN><NN>
perfomed,perfomed vbn,1,<VBN>
perform below task,perform nn below in_pos task nn,1,<NN><IN><NN>
performed,performed vbn,1,<VBN>
performing,performing vbg,1,<VBG>
period of time,period nn of in_pos time nn,1,<NN><IN><NN>
permits need,permits nns need vbp,1,<NNS><VBP>
perto was,perto nn was vbd,1,<NN><VBD>
phase checked,phase nn checked vbd,1,<NN><VBD>
phases ampsthe,phases nns ampsthe vbp,1,<NNS><VBP>
physically checked,physically rb checked vbn,1,<RB><VBN>
physically examined,physically rb examined vbn,1,<RB><VBN>
physically impossible,physically rb impossible jj,1,<RB><JJ>
pi reconnected,pi nn reconnected vbd,1,<NN><VBD>
pi was,pi nn was vbd,1,<NN><VBD>
pictures attached,pictures nns attached vbd,1,<NNS><VBD>
pictures i,pictures nns i vbp,1,<NNS><VBP>
pilled,pilled vbn,1,<VBN>
pipe pressuretested,pipe nn pressuretested vbd,1,<NN><VBD>
piping,piping vbg,1,<VBG>
piping included,piping nn included vbd,1,<NN><VBD>
pistons marcelo,pistons nns marcelo vbp,1,<NNS><VBP>
pitting,pitting vbg,1,<VBG>
place was,place nn was vbd,1,<NN><VBD>
placed,placed vbn,1,<VBN>
placeensured,placeensured vbn,1,<VBN>
placing,placing vbg,1,<VBG>
plan in place,plan nn in in_pos place nn,1,<NN><IN><NN>
plan was,plan nn was vbd,1,<NN><VBD>
planned,planned vbn,1,<VBN>
plate ensured,plate nn ensured vbd,1,<NN><VBD>
plate if time,plate nn if in_pos time nn,1,<NN><IN><NN>
plate installed,plate nn installed vbd,1,<NN><VBD>
plate of motor,plate nn of in_pos motor nn,1,<NN><IN><NN>
plate restored,plate nn restored vbd,1,<NN><VBD>
plate threaded,plate nn threaded vbd,1,<NN><VBD>
platerestored,platerestored vbn,1,<VBN>
plates are,plates nns are vbp,1,<NNS><VBP>
plates present,plates nns present jj,1,<NNS><JJ>
plug after lubrication,plug nn after in_pos lubrication nn,1,<NN><IN><NN>
plug was,plug nn was vbd,1,<NN><VBD>
plugs removed,plugs nns removed vbd,1,<NNS><VBD>
pm carried,pm nn carried vbd,1,<NN><VBD>
pm changed,pm nns changed vbd,1,<NNS><VBD>
pm checked,pm nn checked vbd,1,<NN><VBD>
pm closed,pm nn closed vbd,1,<NN><VBD>
pm completed,pm nn completed vbd,1,<NN><VBD>
pm found,pm nn found vbd,1,<NN><VBD>
pm functioned,pm nn functioned vbd,1,<NN><VBD>
pm isolated,pm nn isolated vbd,1,<NN><VBD>
pm measured,pm nn measured vbd,1,<NN><VBD>
pm noticed,pm nn noticed vbd,1,<NN><VBD>
pm on drive,pm nn on in_pos drive nn,1,<NN><IN><NN>
pm on mud,pm nn on in_pos mud nn,1,<NN><IN><NN>
pm performed,pm nn performed vbd,1,<NN><VBD>
pm turned,pm nn turned vbd,1,<NN><VBD>
pm was,pm nn was vbd,1,<NN><VBD>
pm were,pm nns were vbd,1,<NNS><VBD>
pms were,pms nns were vbd,1,<NNS><VBD>
point molded,point nn molded vbd,1,<NN><VBD>
point of time,point nn of in_pos time nn,1,<NN><IN><NN>
points are,points nns are vbp,1,<NNS><VBP>
points inspected,points nns inspected vbd,1,<NNS><VBD>
points isolated,points nns isolated vbd,1,<NNS><VBD>
points lifted,points nns lifted vbd,1,<NNS><VBD>
points make,points nns make vbp,1,<NNS><VBP>
points n,points nns n vbp,1,<NNS><VBP>
points ok,points nns ok vbp,1,<NNS><VBP>
points secured,points nns secured vbd,1,<NNS><VBD>
points was,points nns was vbd,1,<NNS><VBD>
points were,points nns were vbd,1,<NNS><VBD>
possible,possible jj,1,<JJ>
possibley on order,possibley nn on in_pos order nn,1,<NN><IN><NN>
power was,power nn was vbd,1,<NN><VBD>
prcharged,prcharged vbn,1,<VBN>
precharged,precharged vbn,1,<VBN>
preformed,preformed vbn,1,<VBN>
prepared,prepared jj,1,<JJ>
present checked,present jj checked vbd,1,<JJ><VBD>
presentation of proposal,presentation nn of in_pos proposal nn,1,<NN><IN><NN>
pressure of bar,pressure nn of in_pos bar nn,1,<NN><IN><NN>
pressure tested,pressure nn tested vbd,1,<NN><VBD>
pressures checked,pressures nns checked vbd,1,<NNS><VBD>
pretty,pretty rb,1,<RB>
previous,previous jj,1,<JJ>
previously inspected,previously rb inspected vbn,1,<RB><VBN>
previously opened,previously rb opened vbn,1,<RB><VBN>
previously returned,previously rb returned vbn,1,<RB><VBN>
primeaux under michael,primeaux nn under in_pos michael nn,1,<NN><IN><NN>
primed,primed vbn,1,<VBN>
prior,prior rb,1,<RB>
probes n,probes nns n nns,1,<NNS><NNS>
problem carried,problem nn carried vbd,1,<NN><VBD>
problem checked,problem nn checked vbd,1,<NN><VBD>
problem for rust,problem nn for in_pos rust nn,1,<NN><IN><NN>
problem found,problem nn found vbd,1,<NN><VBD>
problem made,problem nn made vbd,1,<NN><VBD>
problem on encoder,problem nn on in_pos encoder nn,1,<NN><IN><NN>
