phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
another survey,another dt survey nn,DT NN,<DT><NN>,1
ans inertia,ans nns inertia vbp,NNS VBP,<NNS><VBP>,1
any abnormal,any dt abnormal jj,DT JJ,<DT><JJ>,1
any abnormalities,any dt abnormalities nns,DT NNS,<DT><NNS>,1
any action,any dt action nn,DT NN,<DT><NN>,1
any alarm,any dt alarm nn,DT NN,<DT><NN>,1
any alarms,any dt alarms nns,DT NNS,<DT><NNS>,1
any bearing,any dt bearing nn,DT NN,<DT><NN>,1
any cable,any dt cable nn,DT NN,<DT><NN>,1
any components,any dt components nns,DT NNS,<DT><NNS>,1
any contactors,any dt contactors nns,DT NNS,<DT><NNS>,1
any cracks,any dt cracks nns,DT NNS,<DT><NNS>,1
any dam,any dt dam nn,DT NN,<DT><NN>,1
any damage,any dt damage nn,DT NN,<DT><NN>,1
any debris,any dt debris nn,DT NN,<DT><NN>,1
any defects,any dt defects nns,DT NNS,<DT><NNS>,1
any dirt,any dt dirt nn,DT NN,<DT><NN>,1
any element,any dt element nn,DT NN,<DT><NN>,1
any fault,any dt fault nn,DT NN,<DT><NN>,1
any grounds,any dt grounds nns,DT NNS,<DT><NNS>,1
any heaters,any dt heaters nns,DT NNS,<DT><NNS>,1
any internal,any dt internal jj,DT JJ,<DT><JJ>,1
any issue,any dt issue nn,DT NN,<DT><NN>,1
any issues,any dt issues nns,DT NNS,<DT><NNS>,1
any load,any dt load nn,DT NN,<DT><NN>,1
any loose,any dt loose jj,DT JJ,<DT><JJ>,1
any motors,any dt motors nns,DT NNS,<DT><NNS>,1
any movement,any dt movement nn,DT NN,<DT><NN>,1
any mud,any dt mud nn,DT NN,<DT><NN>,1
any noiseused,any dt noiseused jj,DT JJ,<DT><JJ>,1
any noticeable,any dt noticeable jj,DT JJ,<DT><JJ>,1
any obvious,any dt obvious jj,DT JJ,<DT><JJ>,1
any parameters,any dt parameters nns,DT NNS,<DT><NNS>,1
any parts,any dt parts nns,DT NNS,<DT><NNS>,1
any problem,any dt problem nn,DT NN,<DT><NN>,1
any problems,any dt problems nns,DT NNS,<DT><NNS>,1
any screws,any dt screws nns,DT NNS,<DT><NNS>,1
any signs,any dt signs nns,DT NNS,<DT><NNS>,1
any type,any dt type nn,DT NN,<DT><NN>,1
any unit,any dt unit nn,DT NN,<DT><NN>,1
any unusal,any dt unusal jj,DT JJ,<DT><JJ>,1
any vibrations,any dt vibrations nns,DT NNS,<DT><NNS>,1
any visible,any dt visible jj,DT JJ,<DT><JJ>,1
any visual,any dt visual jj,DT JJ,<DT><JJ>,1
any water,any dt water nn,DT NN,<DT><NN>,1
appeared,appeared vbd,VBD,<VBD>,1
appears clean,appears vbz clean jj,VBZ JJ,<VBZ><JJ>,1
applicable,applicable jj,JJ,<JJ>,1
applied,applied vbn,VBN,<VBN>,1
apply performed,apply nn performed vbd,NN VBD,<NN><VBD>,1
approved,approved vbn,VBN,<VBN>,1
aqua,aqua nn,NN,<NN>,1
arcing,arcing vbg,VBG,<VBG>,1
are accounted,are vbp accounted vbn,VBP VBN,<VBP><VBN>,1
are addressed,are vbp addressed vbn,VBP VBN,<VBP><VBN>,1
are applicable,are vbp applicable jj,VBP JJ,<VBP><JJ>,1
are attached,are vbp attached vbn,VBP VBN,<VBP><VBN>,1
are being,are vbp being vbg,VBP VBG,<VBP><VBG>,1
are cabling,are vbp cabling vbg,VBP VBG,<VBP><VBG>,1
are checked,are vbp checked vbn,VBP VBN,<VBP><VBN>,1
are clean,are vbp clean jj,VBP JJ,<VBP><JJ>,1
are cleared,are vbp cleared vbn,VBP VBN,<VBP><VBN>,1
are closed,are vbp closed vbn,VBP VBN,<VBP><VBN>,1
are completed,are vbp completed vbn,VBP VBN,<VBP><VBN>,1
are cooled,are vbp cooled vbn,VBP VBN,<VBP><VBN>,1
are dol,are vbp dol jj,VBP JJ,<VBP><JJ>,1
are equal,are vbp equal jj,VBP JJ,<VBP><JJ>,1
are fine,are vbp fine jj,VBP JJ,<VBP><JJ>,1
are formed,are vbp formed vbn,VBP VBN,<VBP><VBN>,1
are found,are vbp found vbn,VBP VBN,<VBP><VBN>,1
are free,are vbp free jj,VBP JJ,<VBP><JJ>,1
are generating,are vbp generating vbg,VBP VBG,<VBP><VBG>,1
are good,are vbp good jj,VBP JJ,<VBP><JJ>,1
are installed,are vbp installed vbn,VBP VBN,<VBP><VBN>,1
are labeled,are vbp labeled vbn,VBP VBN,<VBP><VBN>,1
are legible,are vbp legible jj,VBP JJ,<VBP><JJ>,1
are light,are vbp light jj,VBP JJ,<VBP><JJ>,1
are looking,are vbp looking vbg,VBP VBG,<VBP><VBG>,1
are loose,are vbp loose jj,VBP JJ,<VBP><JJ>,1
are marked,are vbp marked vbn,VBP VBN,<VBP><VBN>,1
are megging,are vbp megging vbg,VBP VBG,<VBP><VBG>,1
are non,are vbp non jj,VBP JJ,<VBP><JJ>,1
are normal,are vbp normal jj,VBP JJ,<VBP><JJ>,1
are not running,are vbp not rb running vbg,VBP RB VBG,<VBP><RB><VBG>,1
are offline,are vbp offline jj,VBP JJ,<VBP><JJ>,1
are ohms,are vbp ohms jj,VBP JJ,<VBP><JJ>,1
are ok,are vbp ok jj,VBP JJ,<VBP><JJ>,1
are online,are vbp online jj,VBP JJ,<VBP><JJ>,1
are planning,are vbp planning vbg,VBP VBG,<VBP><VBG>,1
are pre,are vbp pre jj,VBP JJ,<VBP><JJ>,1
are present,are vbp present jj,VBP JJ,<VBP><JJ>,1
are purged,are vbp purged vbn,VBP VBN,<VBP><VBN>,1
are ran,are vbp ran jj,VBP JJ,<VBP><JJ>,1
are recorded,are vbp recorded vbn,VBP VBN,<VBP><VBN>,1
are removed,are vbp removed vbn,VBP VBN,<VBP><VBN>,1
are running,are vbp running vbg,VBP VBG,<VBP><VBG>,1
are satisfactory,are vbp satisfactory jj,VBP JJ,<VBP><JJ>,1
are sealed,are vbp sealed vbn,VBP VBN,<VBP><VBN>,1
are secure,are vbp secure nn,VBP NN,<VBP><NN>,1
are secured,are vbp secured vbn,VBP VBN,<VBP><VBN>,1
are set,are vbp set vbn,VBP VBN,<VBP><VBN>,1
are tight,are vbp tight jj,VBP JJ,<VBP><JJ>,1
are tighten,are vbp tighten jj,VBP JJ,<VBP><JJ>,1
are tripped,are vbp tripped vbn,VBP VBN,<VBP><VBN>,1
are visible,are vbp visible jj,VBP JJ,<VBP><JJ>,1
are waiting,are vbp waiting vbg,VBP VBG,<VBP><VBG>,1
are working,are vbp working vbg,VBP VBG,<VBP><VBG>,1
area checked,area nn checked vbd,NN VBD,<NN><VBD>,1
area isolated,area nn isolated vbd,NN VBD,<NN><VBD>,1
around ac,around in_pos ac nns,IN NNS,<IN><NNS>,1
around degreesthe,around in_pos degreesthe nn,IN NN,<IN><NN>,1
around motor,around in_pos motor nn,IN NN,<IN><NN>,1
around ohms,around in_pos ohms nns,IN NNS,<IN><NNS>,1
around pumped,around in_pos pumped vbd,IN VBD,<IN><VBD>,1
arranged,arranged vbn,VBN,<VBN>,1
arrester for damage,arrester nn for in_pos damage nn,NN IN NN,<NN><IN><NN>,1
arrestor closed,arrestor nn closed vbd,NN VBD,<NN><VBD>,1
arrestor fitted,arrestor nn fitted vbd,NN VBD,<NN><VBD>,1
arrived,arrived vbn,VBN,<VBN>,1
as air,as in_pos air nn,IN NN,<IN><NN>,1
as below i,as in_pos below in_pos i nn,IN IN NN,<IN><IN><NN>,1
as cooling,as in_pos cooling nn,IN NN,<IN><NN>,1
as design,as in_pos design nn,IN NN,<IN><NN>,1
as designed,as in_pos designed vbn,IN VBN,<IN><VBN>,1
as directed,as in_pos directed vbn,IN VBN,<IN><VBN>,1
as i,as in_pos i nn,IN NN,<IN><NN>,1
as initial,as in_pos initial jj,IN JJ,<IN><JJ>,1
as intended,as in_pos intended vbn,IN VBN,<IN><VBN>,1
as manufacture,as in_pos manufacture nn,IN NN,<IN><NN>,1
as motor,as in_pos motor nn,IN NN,<IN><NN>,1
as n,as in_pos n nn,IN NN,<IN><NN>,1
as nameplate,as in_pos nameplate nn,IN NN,<IN><NN>,1
as necessary,as in_pos necessary jj,IN JJ,<IN><JJ>,1
as needed,as in_pos needed vbn,IN VBN,<IN><VBN>,1
as nromal,as in_pos nromal jj,IN JJ,<IN><JJ>,1
as of july,as in_pos of in_pos july nn,IN IN NN,<IN><IN><NN>,1
as pass,as in_pos pass nn,IN NN,<IN><NN>,1
as per chart,as in_pos per in_pos chart nn,IN IN NN,<IN><IN><NN>,1
as per check,as in_pos per in_pos check nn,IN IN NN,<IN><IN><NN>,1
as per chief,as in_pos per nn chief nn,IN NN NN,<IN><NN><NN>,1
as per company,as in_pos per in_pos company nn,IN IN NN,<IN><IN><NN>,1
as per day,as in_pos per in_pos day nn,IN IN NN,<IN><IN><NN>,1
as per discussion,as in_pos per in_pos discussion nn,IN IN NN,<IN><IN><NN>,1
as per feedback,as in_pos per in_pos feedback nn,IN IN NN,<IN><IN><NN>,1
as per job,as in_pos per in_pos job nn,IN IN NN,<IN><IN><NN>,1
as per manufacturer,as in_pos per in_pos manufacturer nn,IN IN NN,<IN><IN><NN>,1
as per nov,as in_pos per in_pos nov nn,IN IN NN,<IN><IN><NN>,1
as per oem,as in_pos per in_pos oem nn,IN IN NN,<IN><IN><NN>,1
as per pm,as in_pos per in_pos pm nn,IN IN NN,<IN><IN><NN>,1
as per pmmegger,as in_pos per in_pos pmmegger nn,IN IN NN,<IN><IN><NN>,1
as per procedure,as in_pos per in_pos procedure nn,IN IN NN,<IN><IN><NN>,1
as per recommendation,as in_pos per in_pos recommendation nn,IN IN NN,<IN><IN><NN>,1
as per report,as in_pos per in_pos report nn,IN IN NN,<IN><IN><NN>,1
as per rig,as in_pos per in_pos rig nn,IN IN NN,<IN><IN><NN>,1
as per rms,as in_pos per in_pos rms nns,IN IN NNS,<IN><IN><NNS>,1
as per scehdule,as in_pos per in_pos scehdule nn,IN IN NN,<IN><IN><NN>,1
as per task,as in_pos per in_pos task nn,IN IN NN,<IN><IN><NN>,1
as per ther,as in_pos per in_pos ther nn,IN IN NN,<IN><IN><NN>,1
as per wchb,as in_pos per in_pos wchb nn,IN IN NN,<IN><IN><NN>,1
as possible,as in_pos possible jj,IN JJ,<IN><JJ>,1
as required,as in_pos required vbn,IN VBN,<IN><VBN>,1
asked,asked vbn,VBN,<VBN>,1
assembled,assembled vbn,VBN,<VBN>,1
assembling,assembling vbg,VBG,<VBG>,1
assembly for damage,assembly rb for in_pos damage nn,RB IN NN,<RB><IN><NN>,1
assembly for damagelubrication,assembly rb for in_pos damagelubrication nn,RB IN NN,<RB><IN><NN>,1
assembly good,assembly rb good jj,RB JJ,<RB><JJ>,1
assembly to be,assembly nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
assembly was,assembly nn was vbd,NN VBD,<NN><VBD>,1
assigned,assigned vbn,VBN,<VBN>,1
assistance started,assistance nn started vbd,NN VBD,<NN><VBD>,1
assisted,assisted vbn,VBN,<VBN>,1
associated,associated vbn,VBN,<VBN>,1
at acceptable,at in_pos acceptable jj,IN JJ,<IN><JJ>,1
at ambient,at in_pos ambient nn,IN NN,<IN><NN>,1
at correct,at in_pos correct nn,IN NN,<IN><NN>,1
at deck,at in_pos deck nn,IN NN,<IN><NN>,1
at eow,at in_pos eow nn,IN NN,<IN><NN>,1
at full,at in_pos full jj,IN JJ,<IN><JJ>,1
at fvd,at in_pos fvd nn,IN NN,<IN><NN>,1
at good,at in_pos good jj,IN JJ,<IN><JJ>,1
at in wc,at in_pos in in_pos wc nn,IN IN NN,<IN><IN><NN>,1
at load,at in_pos load nn,IN NN,<IN><NN>,1
at manual,at in_pos manual jj,IN JJ,<IN><JJ>,1
at mcc,at in_pos mcc nn,IN NN,<IN><NN>,1
at moment,at in_pos moment nn,IN NN,<IN><NN>,1
at motor,at in_pos motor nn,IN NN,<IN><NN>,1
at mud,at in_pos mud nn,IN NN,<IN><NN>,1
at nde,at in_pos nde nn,IN NN,<IN><NN>,1
at next,at in_pos next jj,IN JJ,<IN><JJ>,1
at nonhazardous,at in_pos nonhazardous jj,IN JJ,<IN><JJ>,1
at normal,at in_pos normal jj,IN JJ,<IN><JJ>,1
at ohm,at in_pos ohm nn,IN NN,<IN><NN>,1
at ohms,at in_pos ohms nn,IN NN,<IN><NN>,1
at present,at in_pos present jj,IN JJ,<IN><JJ>,1
at prm,at in_pos prm nn,IN NN,<IN><NN>,1
at psi,at in_pos psi nn,IN NN,<IN><NN>,1
at rpm,at in_pos rpm nn,IN NN,<IN><NN>,1
at serial,at in_pos serial jj,IN JJ,<IN><JJ>,1
at terminal,at in_pos terminal jj,IN JJ,<IN><JJ>,1
at termination,at in_pos termination nn,IN NN,<IN><NN>,1
at time,at in_pos time nn,IN NN,<IN><NN>,1
at vac,at in_pos vac nn,IN NN,<IN><NN>,1
at vdc,at in_pos vdc nn,IN NN,<IN><NN>,1
attached,attached vbn,VBN,<VBN>,1
attched,attched vbn,VBN,<VBN>,1
attempt to start,attempt nn to to_pos start vb,NN TO VB,<NN><TO><VB>,1
auto cancelled,auto nn cancelled vbd,NN VBD,<NN><VBD>,1
automated,automated vbn,VBN,<VBN>,1
automatically overwritten,automatically rb overwritten vb,RB VB,<RB><VB>,1
aux,aux nn,NN,<NN>,1
auxiliaries ensured,auxiliaries nns ensured vbd,NNS VBD,<NNS><VBD>,1
auxiliaries make,auxiliaries nns make vbp,NNS VBP,<NNS><VBP>,1
available,available jj,JJ,<JJ>,1
availlable,availlable jj,JJ,<JJ>,1
awaiting,awaiting vbg,VBG,<VBG>,1
aware,aware jj,JJ,<JJ>,1
az was,az nn was vbd,NN VBD,<NN><VBD>,1
b,b nn,NN,<NN>,1
b de c,b nn de in_pos c nn,NN IN NN,<NN><IN><NN>,1
b de vibration,b nn de in_pos vibration nn,NN IN NN,<NN><IN><NN>,1
b failed,b nn failed vbd,NN VBD,<NN><VBD>,1
b for analysis,b nn for in_pos analysis nn,NN IN NN,<NN><IN><NN>,1
b from repair,b nn from in_pos repair nn,NN IN NN,<NN><IN><NN>,1
b made,b nn made vbd,NN VBD,<NN><VBD>,1
b make,b nns make vbp,NNS VBP,<NNS><VBP>,1
b observed,b nn observed vbd,NN VBD,<NN><VBD>,1
b on mud,b nn on in_pos mud nn,NN IN NN,<NN><IN><NN>,1
b to be,b nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
b to motor,b nn to to_pos motor nn,NN TO NN,<NN><TO><NN>,1
b was,b nn was vbd,NN VBD,<NN><VBD>,1
back due,back rb due jj,RB JJ,<RB><JJ>,1
back from overhaul,back rb from in_pos overhaul nn,RB IN NN,<RB><IN><NN>,1
back in good condition,back rb in in_pos good jj condition nn,RB IN JJ NN,<RB><IN><JJ><NN>,1
back in motor,back rb in in_pos motor nn,RB IN NN,<RB><IN><NN>,1
back in place,back rb in in_pos place nn,RB IN NN,<RB><IN><NN>,1
back in serive,back rb in in_pos serive nn,RB IN NN,<RB><IN><NN>,1
back in service,back rb in in_pos service nn,RB IN NN,<RB><IN><NN>,1
back into alarm,back rb into in_pos alarm nn,RB IN NN,<RB><IN><NN>,1
back into service,back rb into in_pos service nn,RB IN NN,<RB><IN><NN>,1
back jacking assembly,back rb jacking nn assembly nn,RB NN NN,<RB><NN><NN>,1
back on board,back rb on in_pos board nn,RB IN NN,<RB><IN><NN>,1
back on isolated motor,back rb on in_pos isolated jj motor nn,RB IN JJ NN,<RB><IN><JJ><NN>,1
back on line,back rb on in_pos line nn,RB IN NN,<RB><IN><NN>,1
back on motor,back rb on in_pos motor nn,RB IN NN,<RB><IN><NN>,1
back on n,back rb on in_pos n nn,RB IN NN,<RB><IN><NN>,1
back on service,back rb on in_pos service nn,RB IN NN,<RB><IN><NN>,1
back opened,back rb opened vbn,RB VBN,<RB><VBN>,1
back to original,back rb to to_pos original vb,RB TO VB,<RB><TO><VB>,1
bad,bad jj,JJ,<JJ>,1
badly corroded,badly rb corroded vbd,RB VBD,<RB><VBD>,1
balanced,balanced vbn,VBN,<VBN>,1
balancedthese,balancedthese nn,NN,<NN>,1
bar while isolation,bar nn while in_pos isolation nn,NN IN NN,<NN><IN><NN>,1
baring,baring nn,NN,<NN>,1
barring,barring vbg,VBG,<VBG>,1
bars are,bars nns are vbp,NNS VBP,<NNS><VBP>,1
based,based vbn,VBN,<VBN>,1
bbls to confirm,bbls nn to to_pos confirm vb,NN TO VB,<NN><TO><VB>,1
be achieved,be vb achieved vbn,VB VBN,<VB><VBN>,1
be attributed,be vb attributed vbn,VB VBN,<VB><VBN>,1
be closed,be vb closed vbn,VB VBN,<VB><VBN>,1
be commented,be vb commented vbn,VB VBN,<VB><VBN>,1
be connected,be vb connected vbn,VB VBN,<VB><VBN>,1
be done,be vb done vbn,VB VBN,<VB><VBN>,1
be heard,be vb heard vbn,VB VBN,<VB><VBN>,1
be moved,be vb moved vbn,VB VBN,<VB><VBN>,1
be obtained,be vb obtained vbn,VB VBN,<VB><VBN>,1
be perfomed,be vb perfomed vbn,VB VBN,<VB><VBN>,1
be ran,be vb ran nn,VB NN,<VB><NN>,1
be run,be vb run vbn,VB VBN,<VB><VBN>,1
be sent,be vb sent vbn,VB VBN,<VB><VBN>,1
beaings checked,beaings nns checked vbd,NNS VBD,<NNS><VBD>,1
bearing,bearing nn,NN,<NN>,1
bearing checked,bearing nn checked vbd,NN VBD,<NN><VBD>,1
bearing for mpa,bearing nn for in_pos mpa nn,NN IN NN,<NN><IN><NN>,1
bearing had,bearing nn had vbd,NN VBD,<NN><VBD>,1
bearing of motora,bearing nn of in_pos motora nn,NN IN NN,<NN><IN><NN>,1
bearing put,bearing nn put vbd,NN VBD,<NN><VBD>,1
bearing sealed,bearing nn sealed vbd,NN VBD,<NN><VBD>,1
bearings are,bearings nns are vbp,NNS VBP,<NNS><VBP>,1
bearings do,bearings nns do vbp,NNS VBP,<NNS><VBP>,1
bearings due,bearings nns due jj,NNS JJ,<NNS><JJ>,1
bearings ensured,bearings nns ensured vbd,NNS VBD,<NNS><VBD>,1
bearings inspected,bearings nns inspected vbd,NNS VBD,<NNS><VBD>,1
bearings megged,bearings nns megged vbd,NNS VBD,<NNS><VBD>,1
bearings note,bearings nns note vbp,NNS VBP,<NNS><VBP>,1
bearings observed,bearings nns observed vbd,NNS VBD,<NNS><VBD>,1
bearings replaced,bearings nns replaced vbd,NNS VBD,<NNS><VBD>,1
bearings see,bearings nns see vbp,NNS VBP,<NNS><VBP>,1
bearings suitable,bearings nns suitable jj,NNS JJ,<NNS><JJ>,1
bearings were,bearings nns were vbd,NNS VBD,<NNS><VBD>,1
been,been vbn,VBN,<VBN>,1
before connect,before in_pos connect nn,IN NN,<IN><NN>,1
before installation,before in_pos installation nn,IN NN,<IN><NN>,1
before start,before in_pos start nn,IN NN,<IN><NN>,1
being,being vbg,VBG,<VBG>,1
bell on blower,bell nn on in_pos blower nn,NN IN NN,<NN><IN><NN>,1
below blower,below in_pos blower nn,IN NN,<IN><NN>,1
below checked,below in_pos checked vbd,IN VBD,<IN><VBD>,1
below cleanliness,below in_pos cleanliness nn,IN NN,<IN><NN>,1
below damage,below in_pos damage nn,IN NN,<IN><NN>,1
below damageok,below in_pos damageok nn,IN NN,<IN><NN>,1
below dirt,below in_pos dirt nn,IN NN,<IN><NN>,1
below found,below in_pos found vbd,IN VBD,<IN><VBD>,1
below free,below in_pos free jj,IN JJ,<IN><JJ>,1
below from abb,below in_pos from in_pos abb nn,IN IN NN,<IN><IN><NN>,1
below galling,below in_pos galling vbg,IN VBG,<IN><VBG>,1
below inside,below in_pos inside rb,IN RB,<IN><RB>,1
below interior,below in_pos interior jj,IN JJ,<IN><JJ>,1
below junction,below in_pos junction nn,IN NN,<IN><NN>,1
below log,below in_pos log nn,IN NN,<IN><NN>,1
below mechanical,below in_pos mechanical jj,IN JJ,<IN><JJ>,1
below mentioned,below in_pos mentioned vbd,IN VBD,<IN><VBD>,1
below na,below in_pos na nns,IN NNS,<IN><NNS>,1
below none,below in_pos none nn,IN NN,<IN><NN>,1
below ohms,below in_pos ohms nns,IN NNS,<IN><NNS>,1
below panel,below in_pos panel nn,IN NN,<IN><NN>,1
below raised,below in_pos raised vbd,IN VBD,<IN><VBD>,1
below rust,below in_pos rust nn,IN NN,<IN><NN>,1
below task,below in_pos task nn,IN NN,<IN><NN>,1
below verified,below in_pos verified vbd,IN VBD,<IN><VBD>,1
below water,below in_pos water nn,IN NN,<IN><NN>,1
below were,below in_pos were vbd,IN VBD,<IN><VBD>,1
belt,belt nn,NN,<NN>,1
belt attempted,belt nn attempted vbd,NN VBD,<NN><VBD>,1
belt fitted,belt nn fitted vbd,NN VBD,<NN><VBD>,1
belt to psi,belt nn to to_pos psi vb,NN TO VB,<NN><TO><VB>,1
belts were,belts nns were vbd,NNS VBD,<NNS><VBD>,1
between pulley,between in_pos pulley nn,IN NN,<IN><NN>,1
big,big jj,JJ,<JJ>,1
blade was,blade nn was vbd,NN VBD,<NN><VBD>,1
blades are,blades nns are vbp,NNS VBP,<NNS><VBP>,1
blades broken,blades nns broken vbp,NNS VBP,<NNS><VBP>,1
blades clean,blades nns clean vbp,NNS VBP,<NNS><VBP>,1
blades free,blades nns free jj,NNS JJ,<NNS><JJ>,1
blades have,blades nns have vbp,NNS VBP,<NNS><VBP>,1
blades were,blades nns were vbd,NNS VBD,<NNS><VBD>,1
blew,blew nn,NN,<NN>,1
block to remove,block nn to to_pos remove vb,NN TO VB,<NN><TO><VB>,1
blocks ton,blocks nns ton vbp,NNS VBP,<NNS><VBP>,1
blow,blow nn,NN,<NN>,1
blower on order,blower nn on in_pos order nn,NN IN NN,<NN><IN><NN>,1
blower reconnected,blower nn reconnected vbd,NN VBD,<NN><VBD>,1
blower stopped,blower nn stopped vbd,NN VBD,<NN><VBD>,1
blower to blow,blower nn to to_pos blow vb,NN TO VB,<NN><TO><VB>,1
blower was,blower nn was vbd,NN VBD,<NN><VBD>,1
blowers are,blowers nns are vbp,NNS VBP,<NNS><VBP>,1
blowers aux,blowers nns aux vbp,NNS VBP,<NNS><VBP>,1
blowers changed,blowers nns changed vbd,NNS VBD,<NNS><VBD>,1
blowers etc,blowers nns etc vbp,NNS VBP,<NNS><VBP>,1
blowers have,blowers nns have vbp,NNS VBP,<NNS><VBP>,1
blowers sound,blowers nns sound vbd,NNS VBD,<NNS><VBD>,1
blowers were,blowers nns were vbd,NNS VBD,<NNS><VBD>,1
blown,blown nn,NN,<NN>,1
board to ensure,board nn to to_pos ensure vb,NN TO VB,<NN><TO><VB>,1
body disjointed,body nn disjointed vbd,NN VBD,<NN><VBD>,1
bolt cleaned,bolt nn cleaned vbd,NN VBD,<NN><VBD>,1
bolt on blower,bolt nn on in_pos blower nn,NN IN NN,<NN><IN><NN>,1
bolt removed,bolt nn removed vbd,NN VBD,<NN><VBD>,1
bolted,bolted vbn,VBN,<VBN>,1
bolts,bolts nns,NNS,<NNS>,1
bolts appear,bolts nns appear vbp,NNS VBP,<NNS><VBP>,1
bolts are,bolts nns are vbp,NNS VBP,<NNS><VBP>,1
bolts checked,bolts nns checked vbd,NNS VBD,<NNS><VBD>,1
bolts cleaned,bolts nns cleaned vbd,NNS VBD,<NNS><VBD>,1
bolts edocs,bolts nns edocs vbp,NNS VBP,<NNS><VBP>,1
bolts electrical,bolts nns electrical jj,NNS JJ,<NNS><JJ>,1
bolts exterior,bolts nns exterior vbp,NNS VBP,<NNS><VBP>,1
bolts for torque,bolts nns for in_pos torque nn,NNS IN NN,<NNS><IN><NN>,1
bolts found,bolts nns found vbd,NNS VBD,<NNS><VBD>,1
bolts ft,bolts nns ft vbp,NNS VBP,<NNS><VBP>,1
bolts intact,bolts nns intact jj,NNS JJ,<NNS><JJ>,1
bolts ok,bolts nns ok vbp,NNS VBP,<NNS><VBP>,1
bolts present,bolts nns present jj,NNS JJ,<NNS><JJ>,1
bolts reinstall,bolts nns reinstall vbp,NNS VBP,<NNS><VBP>,1
bolts reinstalled,bolts nns reinstalled vbd,NNS VBD,<NNS><VBD>,1
bolts remote,bolts nns remote vbp,NNS VBP,<NNS><VBP>,1
bolts tight,bolts nns tight vbd,NNS VBD,<NNS><VBD>,1
bolts tightened,bolts nns tightened vbd,NNS VBD,<NNS><VBD>,1
bolts was,bolts nns was vbd,NNS VBD,<NNS><VBD>,1
bolts were,bolts nns were vbd,NNS VBD,<NNS><VBD>,1
bond checked,bond nn checked vbd,NN VBD,<NN><VBD>,1
bond in place,bond nn in in_pos place nn,NN IN NN,<NN><IN><NN>,1
bond measured,bond nn measured vbd,NN VBD,<NN><VBD>,1
bond on motor,bond nn on in_pos motor nn,NN IN NN,<NN><IN><NN>,1
bond was,bond nn was vbd,NN VBD,<NN><VBD>,1
bonding,bonding nn,NN,<NN>,1
bonding was,bonding nn was vbd,NN VBD,<NN><VBD>,1
bonds af,bonds nns af vbp,NNS VBP,<NNS><VBP>,1
bonds are,bonds nns are vbp,NNS VBP,<NNS><VBP>,1
bonds checked,bonds nns checked vbd,NNS VBD,<NNS><VBD>,1
bonds confirmed,bonds nns confirmed vbd,NNS VBD,<NNS><VBD>,1
bonds earth,bonds nns earth vbp,NNS VBP,<NNS><VBP>,1
bonds ensured,bonds nns ensured vbd,NNS VBD,<NNS><VBD>,1
bonds inspected,bonds nns inspected vbd,NNS VBD,<NNS><VBD>,1
bonds jb,bonds nns jb vbp,NNS VBP,<NNS><VBP>,1
bonds look,bonds nns look vbp,NNS VBP,<NNS><VBP>,1
bonds note,bonds nns note vbp,NNS VBP,<NNS><VBP>,1
bonds present,bonds nns present jj,NNS JJ,<NNS><JJ>,1
bonds was,bonds nns was vbd,NNS VBD,<NNS><VBD>,1
bonds were,bonds nns were vbd,NNS VBD,<NNS><VBD>,1
boosted,boosted vbn,VBN,<VBN>,1
bop,bop nn,NN,<NN>,1
bop closed,bop nn closed vbd,NN VBD,<NN><VBD>,1
both ac,both dt ac nn,DT NN,<DT><NN>,1
both bearing,both dt bearing nn,DT NN,<DT><NN>,1
both bearings,both dt bearings nns,DT NNS,<DT><NNS>,1
both berings,both dt berings nns,DT NNS,<DT><NNS>,1
both drive,both dt drive nn,DT NN,<DT><NN>,1
both end,both dt end nn,DT NN,<DT><NN>,1
both heaters,both dt heaters nns,DT NNS,<DT><NNS>,1
both louvers,both dt louvers nns,DT NNS,<DT><NNS>,1
both main,both dt main jj,DT JJ,<DT><JJ>,1
both motors,both dt motors nns,DT NNS,<DT><NNS>,1
both nondrive,both dt nondrive jj,DT JJ,<DT><JJ>,1
both parties,both dt parties nns,DT NNS,<DT><NNS>,1
both plugs,both dt plugs nns,DT NNS,<DT><NNS>,1
both sides,both dt sides nns,DT NNS,<DT><NNS>,1
both standpipes,both dt standpipes nns,DT NNS,<DT><NNS>,1
both units,both dt units nns,DT NNS,<DT><NNS>,1
both were,both dt were vbd,DT VBD,<DT><VBD>,1
both workshop,both dt workshop nn,DT NN,<DT><NN>,1
boths was,boths nns was vbd,NNS VBD,<NNS><VBD>,1
bottom,bottom nn,NN,<NN>,1
box for dirt,box nn for in_pos dirt nn,NN IN NN,<NN><IN><NN>,1
box for integrity,box nn for in_pos integrity nn,NN IN NN,<NN><IN><NN>,1
box for water,box nn for in_pos water nn,NN IN NN,<NN><IN><NN>,1
box opened,box nn opened vbd,NN VBD,<NN><VBD>,1
box performed,box nn performed vbd,NN VBD,<NN><VBD>,1
box reconnected,box nn reconnected vbd,NN VBD,<NN><VBD>,1
