phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
a planning,a dt planning nn,DT NN,1
a plastic,a dt plastic nn,DT NN,1
a plate,a dt plate nn,DT NN,1
a plug,a dt plug nn,DT NN,1
a plus,a dt plus nn,DT NN,1
a pm,a dt pm nn,DT NN,1
a pneumatic,a dt pneumatic jj,DT JJ,1
a point,a dt point nn,DT NN,1
a point cal,a dt point nn cal nn,DT NN NN,1
a pop,a dt pop nn,DT NN,1
a popup,a dt popup nn,DT NN,1
a port,a dt port nn,DT NN,1
a portable,a dt portable jj,DT JJ,1
a portion,a dt portion nn,DT NN,1
a position,a dt position nn,DT NN,1
a positive,a dt positive jj,DT JJ,1
a possibility,a dt possibility nn,DT NN,1
a possible,a dt possible jj,DT JJ,1
a post,a dt post nn,DT NN,1
a potential,a dt potential jj,DT JJ,1
a potentiometer,a dt potentiometer nn,DT NN,1
a power,a dt power nn,DT NN,1
a practical,a dt practical jj,DT JJ,1
a precaution,a dt precaution nn,DT NN,1
a precautionary,a dt precautionary jj,DT JJ,1
a preemptive,a dt preemptive nn,DT NN,1
a preformed,a dt preformed nn,DT NN,1
a premature,a dt premature nn,DT NN,1
a preset,a dt preset nn,DT NN,1
a press,a dt press nn,DT NN,1
a pressure,a dt pressure nn,DT NN,1
a preventative,a dt preventative nn,DT NN,1
a preventive,a dt preventive nn,DT NN,1
a previous,a dt previous jj,DT JJ,1
a previously,a dt previously rb,DT RB,1
a proactive,a dt proactive nn,DT NN,1
a problem,a dt problem nn,DT NN,1
a procedure,a dt procedure nn,DT NN,1
a process,a dt process nn,DT NN,1
a product,a dt product nn,DT NN,1
a programmable,a dt programmable jj,DT JJ,1
a project,a dt project nn,DT NN,1
a promise,a dt promise nn,DT NN,1
a proper,a dt proper jj,DT JJ,1
a proportional,a dt proportional jj,DT JJ,1
a protective,a dt protective jj,DT JJ,1
a prox,a dt prox nn,DT NN,1
a proximity,a dt proximity nn,DT NN,1
a pry,a dt pry nn,DT NN,1
a psi,a dt psi nn,DT NN,1
a pt,a dt pt nn,DT NN,1
a pulsation,a dt pulsation nn,DT NN,1
a pump,a dt pump nn,DT NN,1
a pumps,a dt pumps nns,DT NNS,1
a purge,a dt purge nn,DT NN,1
a purged,a dt purged nn,DT NN,1
a push,a dt push nn,DT NN,1
a qty,a dt qty nn,DT NN,1
a quarter,a dt quarter nn,DT NN,1
a quick,a dt quick nn,DT NN,1
a quicker,a dt quicker nn,DT NN,1
a quotation,a dt quotation nn,DT NN,1
a quote,a dt quote nn,DT NN,1
a r,a dt r nn,DT NN,1
a rad,a dt rad nn,DT NN,1
a radio,a dt radio nn,DT NN,1
a radius,a dt radius nn,DT NN,1
a rag,a dt rag nn,DT NN,1
a rags,a dt rags nn,DT NN,1
a raid,a dt raid nn,DT NN,1
a rain,a dt rain nn,DT NN,1
a ramp,a dt ramp nn,DT NN,1
a range,a dt range nn,DT NN,1
a rash,a dt rash nn,DT NN,1
a rd,a dt rd nn,DT NN,1
a re,a dt re nn,DT NN,1
a read,a dt read nn,DT NN,1
a reading,a dt reading nn,DT NN,1
a ready,a dt ready jj,DT JJ,1
a reason,a dt reason nn,DT NN,1
a reasonable,a dt reasonable jj,DT JJ,1
a reboot,a dt reboot nn,DT NN,1
a rebuild,a dt rebuild nn,DT NN,1
a rebuilt,a dt rebuilt nn,DT NN,1
a recent,a dt recent jj,DT JJ,1
a recently,a dt recently rb,DT RB,1
a recommendation,a dt recommendation nn,DT NN,1
a recommended,a dt recommended vbd,DT VBD,1
a recording,a dt recording nn,DT NN,1
a recurrence,a dt recurrence nn,DT NN,1
a red,a dt red jj,DT JJ,1
a reduced,a dt reduced jj,DT JJ,1
a redundant,a dt redundant nn,DT NN,1
a reference,a dt reference nn,DT NN,1
a refractometer,a dt refractometer nn,DT NN,1
a refurbished,a dt refurbished nn,DT NN,1
a register,a dt register nn,DT NN,1
a regular,a dt regular jj,DT JJ,1
a regulator,a dt regulator nn,DT NN,1
a reinforcement,a dt reinforcement nn,DT NN,1
a release,a dt release nn,DT NN,1
a relief,a dt relief nn,DT NN,1
a remedial,a dt remedial nn,DT NN,1
a reminder,a dt reminder nn,DT NN,1
a remote,a dt remote jj,DT JJ,1
a reoccurrence,a dt reoccurrence nn,DT NN,1
a repair,a dt repair nn,DT NN,1
a repaired,a dt repaired jj,DT JJ,1
a repairs,a dt repairs nn,DT NN,1
a replacement,a dt replacement nn,DT NN,1
a replacement active,a dt replacement nn active jj,DT NN JJ,1
a replica,a dt replica nn,DT NN,1
a report,a dt report nn,DT NN,1
a request,a dt request nn,DT NN,1
a required,a dt required jj,DT JJ,1
a requisition,a dt requisition nn,DT NN,1
a reset,a dt reset nn,DT NN,1
a resistor,a dt resistor nn,DT NN,1
a respectively,a dt respectively rb,DT RB,1
a response,a dt response nn,DT NN,1
a result,a dt result nn,DT NN,1
a retract,a dt retract nn,DT NN,1
a retro,a dt retro nn,DT NN,1
a retrofit,a dt retrofit nn,DT NN,1
a return,a dt return nn,DT NN,1
a reverse,a dt reverse nn,DT NN,1
a review,a dt review nn,DT NN,1
a review active,a dt review nn active jj,DT NN JJ,1
a rhythmic,a dt rhythmic jj,DT JJ,1
a riding,a dt riding nn,DT NN,1
a rig,a dt rig nn,DT NN,1
a rig spare,a dt rig nn spare nn,DT NN NN,1
a right,a dt right nn,DT NN,1
a riser,a dt riser nn,DT NN,1
a risk,a dt risk nn,DT NN,1
a rms,a dt rms nns,DT NNS,1
a rods washed,a dt rods nns washed vbd,DT NNS VBD,1
a roller,a dt roller nn,DT NN,1
a root,a dt root nn,DT NN,1
a rope,a dt rope nn,DT NN,1
a rotation,a dt rotation nn,DT NN,1
a routine,a dt routine nn,DT NN,1
a row,a dt row nn,DT NN,1
a rpm,a dt rpm nn,DT NN,1
a rub,a dt rub nn,DT NN,1
a rubber,a dt rubber nn,DT NN,1
a rumbling,a dt rumbling nn,DT NN,1
a running,a dt running nn,DT NN,1
a s,a dt s nn,DT NN,1
a safe,a dt safe jj,DT JJ,1
a safety,a dt safety nn,DT NN,1
a same,a dt same jj,DT JJ,1
a sample,a dt sample nn,DT NN,1
a satisfactory,a dt satisfactory jj,DT JJ,1
a sc,a dt sc nn,DT NN,1
a scab,a dt scab nn,DT NN,1
a schedule,a dt schedule nn,DT NN,1
a scheduled,a dt scheduled jj,DT JJ,1
a schematic,a dt schematic jj,DT JJ,1
a scorn,a dt scorn nn,DT NN,1
a scrapped,a dt scrapped nn,DT NN,1
a screen,a dt screen nn,DT NN,1
a screens,a dt screens nns,DT NNS,1
a screenshot,a dt screenshot nn,DT NN,1
a screw,a dt screw nn,DT NN,1
a screwdriver,a dt screwdriver nn,DT NN,1
a scribe,a dt scribe nn,DT NN,1
a sd,a dt sd nn,DT NN,1
a seal,a dt seal nn,DT NN,1
a sealed,a dt sealed jj,DT JJ,1
a seat,a dt seat nn,DT NN,1
a second,a dt second jj,DT JJ,1
a secondary,a dt secondary jj,DT JJ,1
a seconds,a dt seconds nns,DT NNS,1
a section,a dt section nn,DT NN,1
a secure,a dt secure nn,DT NN,1
a secured,a dt secured jj,DT JJ,1
a security,a dt security nn,DT NN,1
a see,a dt see nn,DT NN,1
a see attached,a dt see nn attached vbn,DT NN VBN,1
a selection,a dt selection nn,DT NN,1
a self,a dt self nn,DT NN,1
a send,a dt send nn,DT NN,1
a sense,a dt sense nn,DT NN,1
a sensor,a dt sensor nn,DT NN,1
a separate,a dt separate jj,DT JJ,1
a sequence,a dt sequence nn,DT NN,1
a serial,a dt serial jj,DT JJ,1
a series,a dt series nn,DT NN,1
a serious,a dt serious jj,DT JJ,1
a server,a dt server nn,DT NN,1
a servers,a dt servers nns,DT NNS,1
a service,a dt service nn,DT NN,1
a set,a dt set nn,DT NN,1
a setting,a dt setting nn,DT NN,1
a severe,a dt severe jj,DT JJ,1
a sf,a dt sf nn,DT NN,1
a shaft,a dt shaft nn,DT NN,1
a shale,a dt shale nn,DT NN,1
a sharp,a dt sharp jj,DT JJ,1
a sheared,a dt sheared jj,DT JJ,1
a sheave,a dt sheave nn,DT NN,1
a sheet,a dt sheet nn,DT NN,1
a short,a dt short jj,DT JJ,1
a shot,a dt shot nn,DT NN,1
a show,a dt show nn,DT NN,1
a shutdown,a dt shutdown nn,DT NN,1
a side,a dt side nn,DT NN,1
a siemens,a dt siemens nns,DT NNS,1
a signal,a dt signal nn,DT NN,1
a significant,a dt significant jj,DT JJ,1
a similar,a dt similar jj,DT JJ,1
a simulated,a dt simulated jj,DT JJ,1
a single,a dt single jj,DT JJ,1
a sister,a dt sister nn,DT NN,1
a size,a dt size nn,DT NN,1
a slack,a dt slack nn,DT NN,1
a slew,a dt slew nn,DT NN,1
a slight,a dt slight nn,DT NN,1
a slightly,a dt slightly rb,DT RB,1
a slip,a dt slip nn,DT NN,1
a slow,a dt slow jj,DT JJ,1
a small,a dt small jj,DT JJ,1
a snug,a dt snug nn,DT NN,1
a soapy,a dt soapy nn,DT NN,1
a socket,a dt socket nn,DT NN,1
a soft,a dt soft jj,DT JJ,1
a software,a dt software nn,DT NN,1
a software update,a dt software nn update nn,DT NN NN,1
a solenoid,a dt solenoid nn,DT NN,1
a solenoids,a dt solenoids nns,DT NNS,1
a solid,a dt solid jj,DT JJ,1
a solution,a dt solution nn,DT NN,1
a sound,a dt sound nn,DT NN,1
a spare,a dt spare nn,DT NN,1
a special,a dt special jj,DT JJ,1
a specific,a dt specific nn,DT NN,1
a speed,a dt speed nn,DT NN,1
a spider,a dt spider nn,DT NN,1
a spin,a dt spin nn,DT NN,1
a spinning,a dt spinning nn,DT NN,1
a spot,a dt spot nn,DT NN,1
a spread,a dt spread nn,DT NN,1
a stainless,a dt stainless nn,DT NN,1
a stand,a dt stand nn,DT NN,1
a standard,a dt standard nn,DT NN,1
a standby,a dt standby nn,DT NN,1
a starboard,a dt starboard nn,DT NN,1
a start,a dt start nn,DT NN,1
a static,a dt static jj,DT JJ,1
a stationary,a dt stationary jj,DT JJ,1
a steady,a dt steady jj,DT JJ,1
a steel,a dt steel nn,DT NN,1
a steel flat,a dt steel nn flat jj,DT NN JJ,1
a step,a dt step nn,DT NN,1
a steps,a dt steps nns,DT NNS,1
a steps completed,a dt steps nns completed vbn,DT NNS VBN,1
a stethoscope,a dt stethoscope nn,DT NN,1
a sticker,a dt sticker nn,DT NN,1
a stile,a dt stile nn,DT NN,1
a stock,a dt stock nn,DT NN,1
a stop,a dt stop nn,DT NN,1
a stopping,a dt stopping nn,DT NN,1
a storage,a dt storage nn,DT NN,1
a storm,a dt storm nn,DT NN,1
a straight,a dt straight jj,DT JJ,1
a strait,a dt strait nn,DT NN,1
a strange,a dt strange nn,DT NN,1
a stripped,a dt stripped nn,DT NN,1
a stroke,a dt stroke nn,DT NN,1
a stuck,a dt stuck nn,DT NN,1
a sub,a dt sub nn,DT NN,1
a successful,a dt successful jj,DT JJ,1
a sufficient,a dt sufficient nn,DT NN,1
a suitable,a dt suitable jj,DT JJ,1
a supply,a dt supply nn,DT NN,1
a supply hose,a dt supply nn hose nn,DT NN NN,1
a survey,a dt survey nn,DT NN,1
a switch,a dt switch nn,DT NN,1
a switchboard,a dt switchboard nn,DT NN,1
a swivel,a dt swivel nn,DT NN,1
a swivel other,a dt swivel nn other jj,DT NN JJ,1
a system,a dt system nn,DT NN,1
a t,a dt t nn,DT NN,1
a ta,a dt ta nn,DT NN,1
a tag,a dt tag nn,DT NN,1
a tail,a dt tail nn,DT NN,1
a tank,a dt tank nn,DT NN,1
a tap,a dt tap nn,DT NN,1
a tape,a dt tape nn,DT NN,1
a taper,a dt taper nn,DT NN,1
a task,a dt task nn,DT NN,1
a technical,a dt technical jj,DT JJ,1
a temp,a dt temp nn,DT NN,1
a temperature,a dt temperature nn,DT NN,1
a template,a dt template nn,DT NN,1
a temporary,a dt temporary jj,DT JJ,1
a tendency,a dt tendency nn,DT NN,1
a terminal,a dt terminal nn,DT NN,1
a test,a dt test nn,DT NN,1
a thermal,a dt thermal nn,DT NN,1
a thin,a dt thin jj,DT JJ,1
a third,a dt third jj,DT JJ,1
a thorough,a dt thorough nn,DT NN,1
a thread,a dt thread nn,DT NN,1
a threaded,a dt threaded jj,DT JJ,1
a through drops inspection,a dt through in_pos drops nns inspection nn,DT IN NNS NN,1
a thru,a dt thru nn,DT NN,1
a thru complete,a dt thru nn complete jj,DT NN JJ,1
a ticket,a dt ticket nn,DT NN,1
a tight,a dt tight nn,DT NN,1
a time,a dt time nn,DT NN,1
a timer,a dt timer nn,DT NN,1
a titan,a dt titan nn,DT NN,1
a toggle,a dt toggle nn,DT NN,1
a ton,a dt ton nn,DT NN,1
a tool,a dt tool nn,DT NN,1
a top,a dt top jj,DT JJ,1
a torch,a dt torch nn,DT NN,1
a torque,a dt torque nn,DT NN,1
a total,a dt total nn,DT NN,1
a tote,a dt tote nn,DT NN,1
a tracker,a dt tracker nn,DT NN,1
a tracking,a dt tracking nn,DT NN,1
a transducer,a dt transducer nn,DT NN,1
a transmitter,a dt transmitter nn,DT NN,1
a traverse,a dt traverse nn,DT NN,1
a traversing,a dt traversing nn,DT NN,1
a treated,a dt treated jj,DT JJ,1
a trend,a dt trend nn,DT NN,1
a trip,a dt trip nn,DT NN,1
a tripped,a dt tripped nn,DT NN,1
a trolley,a dt trolley nn,DT NN,1
a trouble,a dt trouble nn,DT NN,1
a troubleshoot,a dt troubleshoot nn,DT NN,1
a true,a dt true jj,DT JJ,1
a try,a dt try nn,DT NN,1
a tube,a dt tube nn,DT NN,1
a tubular,a dt tubular nn,DT NN,1
a turn,a dt turn nn,DT NN,1
a turn loose,a dt turn nn loose jj,DT NN JJ,1
a turndown,a dt turndown nn,DT NN,1
a turntable,a dt turntable jj,DT JJ,1
a twist,a dt twist nn,DT NN,1
a u,a dt u nn,DT NN,1
a unable,a dt unable jj,DT JJ,1
a uncontrolled,a dt uncontrolled jj,DT JJ,1
a unit,a dt unit nn,DT NN,1
a upper,a dt upper jj,DT JJ,1
a ups,a dt ups nn,DT NN,1
a used,a dt used jj,DT JJ,1
a user,a dt user nn,DT NN,1
a ut,a dt ut nn,DT NN,1
a v,a dt v nn,DT NN,1
a vacuum,a dt vacuum nn,DT NN,1
a valid,a dt valid jj,DT JJ,1
a value,a dt value nn,DT NN,1
a valve,a dt valve nn,DT NN,1
a variation,a dt variation nn,DT NN,1
a vast,a dt vast jj,DT JJ,1
a verified,a dt verified jj,DT JJ,1
a vernier,a dt vernier nn,DT NN,1
a vertical,a dt vertical jj,DT JJ,1
a very,a dt very rb,DT RB,1
a viable,a dt viable jj,DT JJ,1
a vibration,a dt vibration nn,DT NN,1
a vice,a dt vice nn,DT NN,1
a view,a dt view nn,DT NN,1
a viscosity,a dt viscosity nn,DT NN,1
a visual,a dt visual jj,DT JJ,1
a visually,a dt visually rb,DT RB,1
a volt,a dt volt nn,DT NN,1
a vortex,a dt vortex nn,DT NN,1
a walk,a dt walk nn,DT NN,1
a warning,a dt warning nn,DT NN,1
a warranty,a dt warranty nn,DT NN,1
a wash,a dt wash nn,DT NN,1
a washout,a dt washout nn,DT NN,1
a waste,a dt waste nn,DT NN,1
a wasted,a dt wasted jj,DT JJ,1
a watch,a dt watch nn,DT NN,1
a watcher,a dt watcher nn,DT NN,1
a water,a dt water nn,DT NN,1
a wave,a dt wave nn,DT NN,1
a way,a dt way nn,DT NN,1
a way such,a dt way nn such jj,DT NN JJ,1
a weak,a dt weak jj,DT JJ,1
a wear,a dt wear nn,DT NN,1
a web,a dt web nn,DT NN,1
a wedge,a dt wedge nn,DT NN,1
a week,a dt week nn,DT NN,1
a week lead,a dt week nn lead nn,DT NN NN,1
a weekly,a dt weekly jj,DT JJ,1
a weep,a dt weep nn,DT NN,1
a welding,a dt welding nn,DT NN,1
a well,a dt well nn,DT NN,1
a while,a dt while nn,DT NN,1
a while due,a dt while nn due jj,DT NN JJ,1
a whole,a dt whole nn,DT NN,1
a will,a dt will md,DT MD,1
a win,a dt win nn,DT NN,1
a window,a dt window nn,DT NN,1
a windows,a dt windows nns,DT NNS,1
a wire,a dt wire nn,DT NN,1
a wireless,a dt wireless nn,DT NN,1
a with valid test,a dt with in_pos valid jj test nn,DT IN JJ NN,1
a wobble,a dt wobble jj,DT JJ,1
a work,a dt work nn,DT NN,1
a work complete,a dt work nn complete jj,DT NN JJ,1
a workable,a dt workable jj,DT JJ,1
a working,a dt working nn,DT NN,1
a worn,a dt worn nn,DT NN,1
a write,a dt write nn,DT NN,1
a wrong,a dt wrong jj,DT JJ,1
a x,a dt x nn,DT NN,1
a xv,a dt xv nn,DT NN,1
a year,a dt year nn,DT NN,1
a year old,a dt year nn old jj,DT NN JJ,1
a yearly,a dt yearly jj,DT JJ,1
a years,a dt years nns,DT NNS,1
a zone,a dt zone nn,DT NN,1
aa,aa nn,NN,1
aa motion,aa nn motion nn,NN NN,1
ab,ab nn,NN,1
abandoned,abandoned vbn,VBN,1
abb,abb nn,NN,1
ability,ability nn,NN,1
able,able jj,JJ,1
abnormal,abnormal jj,JJ,1
abnormal led,abnormal nn led vbd,NN VBD,1
abnormalities,abnormalities nns,NNS,1
abnormalities are,abnormalities nns are vbp,NNS VBP,1
abnormalities include,abnormalities nns include vbp,NNS VBP,1
abnormalities whilst,abnormalities nns whilst vbp,NNS VBP,1
abnormality,abnormality nn,NN,1
abnormally,abnormally rb,RB,1
aborted,aborted jj,JJ,1
aborted contact,aborted vbn contact nn,VBN NN,1
about,about in_pos,IN,1
about clearance,about in_pos clearance nn,IN NN,1
about damage,about rb damage nn,RB NN,1
about degree angle,about in_pos degree jj angle nn,IN JJ NN,1
about failure,about in_pos failure nn,IN NN,1
about flow,about rb flow nn,RB NN,1
about hour,about in_pos hour nn,IN NN,1
about inch,about in_pos inch nn,IN NN,1
about issue,about in_pos issue nn,IN NN,1
about k,about in_pos k nn,IN NN,1
about min,about in_pos min nn,IN NN,1
about mm,about in_pos mm nn,IN NN,1
about motor,about in_pos motor nn,IN NN,1
about mud,about in_pos mud nn,IN NN,1
about normal functionality,about in_pos normal jj functionality nn,IN JJ NN,1
about on ton,about rb on in_pos ton nn,RB IN NN,1
about operation,about in_pos operation nn,IN NN,1
about outward,about rb outward nn,RB NN,1
about protection,about in_pos protection nn,IN NN,1
about psi,about in_pos psi nn,IN NN,1
about slow speed,about rb slow jj speed nn,RB JJ NN,1
about t,about in_pos t nn,IN NN,1
about time,about in_pos time nn,IN NN,1
about tube,about in_pos tube nn,IN NN,1
above,above in_pos,IN,1
above aux,above in_pos aux nn,IN NN,1
above drill,above in_pos drill nn,IN NN,1
above fault,above in_pos fault nn,IN NN,1
above half way,above in_pos half dt way nn,IN DT NN,1
above i,above in_pos i nn,IN NN,1
above in step,above in_pos in in_pos step nn,IN IN NN,1
above minimum,above in_pos minimum nn,IN NN,1
above minimum level,above in_pos minimum jj level nn,IN JJ NN,1
above normal operation,above in_pos normal jj operation nn,IN JJ NN,1
above normal range,above in_pos normal jj range nn,IN JJ NN,1
above normal vibration,above in_pos normal jj vibration nn,IN JJ NN,1
above psi,above in_pos psi nn,IN NN,1
above step,above in_pos step nn,IN NN,1
above top drive,above in_pos top jj drive nn,IN JJ NN,1
abrasion,abrasion nn,NN,1
abrasions,abrasions nns,NNS,1
abrasions corrosion,abrasions nns corrosion nn,NNS NN,1
abrasive,abrasive jj,JJ,1
abrupt,abrupt nn,NN,1
abruptly,abruptly rb,RB,1
abs are,abs nns are vbp,NNS VBP,1
absolute,absolute nn,NN,1
absolutely,absolutely rb,RB,1
absorbent,absorbent nn,NN,1
abusing,abusing vbg,VBG,1
ac,ac nn,NN,1
ac drive,ac nns drive vbp,NNS VBP,1
ac junction,ac nn junction nn,NN NN,1
ac motor,ac nns motor nn,NNS NN,1
acc,acc nn,NN,1
accelerometers,accelerometers nns,NNS,1
accept,accept nn,NN,1
acceptable,acceptable jj,JJ,1
acceptably,acceptably rb,RB,1
acceptance,acceptance nn,NN,1
accepted,accepted jj,JJ,1
accepted block,accepted jj block nn,JJ NN,1
accepted by,accepted vbn by in_pos,VBN IN,1
accepted grease,accepted jj grease nn,JJ NN,1
accepting,accepting vbg,VBG,1
access,access nn,NN,1
accessed,accessed vbn,VBN,1
accessed as,accessed vbn as in_pos,VBN IN,1
accessed from,accessed vbn from in_pos,VBN IN,1
accessed in,accessed vbn in in_pos,VBN IN,1
accessed junction,accessed vbn junction nn,VBN NN,1
accessed main,accessed vbn main jj,VBN JJ,1
accessed top,accessed vbn top nn,VBN NN,1
accessed with,accessed vbn with in_pos,VBN IN,1
accessible,accessible jj,JJ,1
accessing,accessing vbg,VBG,1
accident,accident nn,NN,1
accidental,accidental nn,NN,1
accidentally,accidentally rb,RB,1
accommodate,accommodate nn,NN,1
accompanied revision,accompanied vbn revision nn,VBN NN,1
accomplished,accomplished vbn,VBN,1
accomplished due,accomplished nns due jj,NNS JJ,1
accomplished on,accomplished vbn on in_pos,VBN IN,1
accomplished while,accomplished vbn while in_pos,VBN IN,1
accordance,accordance nn,NN,1
accordance with mechanical department,accordance nn with in_pos mechanical jj department nn,NN IN JJ NN,1
according,according vbg,VBG,1
accordingly,accordingly rb,RB,1
account,account nn,NN,1
accountant,accountant nn,NN,1
accounted,accounted vbd,VBD,1
accounted for,accounted vbn for in_pos,VBN IN,1
accounting,accounting nn,NN,1
accumulate,accumulate nn,NN,1
accumulated,accumulated vbn,VBN,1
accumulated at,accumulated vbn at in_pos,VBN IN,1
accumulated in,accumulated vbn in in_pos,VBN IN,1
accumulated near,accumulated vbn near in_pos,VBN IN,1
accumulated on,accumulated vbn on in_pos,VBN IN,1
accumulated since,accumulated vbn since in_pos,VBN IN,1
accumulated water,accumulated jj water nn,JJ NN,1
accumulates,accumulates nns,NNS,1
accumulation,accumulation nn,NN,1
accumulation on ac motor,accumulation nn on in_pos ac nns motor nn,NN IN NNS NN,1
accumulator,accumulator nn,NN,1
accumulator during last inspection,accumulator nn during in_pos last jj inspection nn,NN IN JJ NN,1
accumulator for wear damage,accumulator nn for in_pos wear jj damage nn,NN IN JJ NN,1
accumulators,accumulators nns,NNS,1
accumulators air,accumulators nns air nn,NNS NN,1
accumulators are,accumulators nns are vbp,NNS VBP,1
accumulators bladder,accumulators nns bladder vbp,NNS VBP,1
accumulators charge,accumulators nns charge vbp,NNS VBP,1
accumulators do,accumulators nns do vbp,NNS VBP,1
accumulators have,accumulators nns have vbp,NNS VBP,1
accumulators need,accumulators nns need vbp,NNS VBP,1
accumulators pipework,accumulators nns pipework vbp,NNS VBP,1
accumulators psi,accumulators nns psi vbp,NNS VBP,1
accumulators rebuild,accumulators nns rebuild vbp,NNS VBP,1
accumulators show,accumulators nns show vbp,NNS VBP,1
accumulators work,accumulators nns work vbp,NNS VBP,1
accuracy,accuracy nn,NN,1
accurate,accurate nn,NN,1
accurate on,accurate nn on in_pos,NN IN,1
accurately,accurately rb,RB,1
ace,ace nn,NN,1
achieve,achieve nn,NN,1
achieve by,achieve nns by in_pos,NNS IN,1
achieved,achieved vbn,VBN,1
achieved as,achieved vbn as in_pos,VBN IN,1
achieved at,achieved vbn at in_pos,VBN IN,1
achieved by,achieved vbn by in_pos,VBN IN,1
achieved due,achieved vbn due jj,VBN JJ,1
achieved on,achieved vbn on in_pos,VBN IN,1
achieved once,achieved vbn once rb,VBN RB,1
achieved psi,achieved vbn psi nns,VBN NNS,1
achieved with,achieved vbn with in_pos,VBN IN,1
achieving,achieving vbg,VBG,1
acid,acid nn,NN,1
acknowledge,acknowledge nn,NN,1
acknowledged,acknowledged vbd,VBD,1
acknowledging,acknowledging vbg,VBG,1
acknowledgment,acknowledgment nn,NN,1
acquire,acquire vb,VB,1
across,across in_pos,IN,1
across cc,across in_pos cc nn,IN NN,1
across filter,across in_pos filter nn,IN NN,1
