phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE
any motors,any dt motors nns,DT NNS,<DT><NNS>
any movement,any dt movement nn,DT NN,<DT><NN>
any mud,any dt mud nn,DT NN,<DT><NN>
any noiseused,any dt noiseused jj,DT JJ,<DT><JJ>
any noticeable,any dt noticeable jj,DT JJ,<DT><JJ>
any obvious,any dt obvious jj,DT JJ,<DT><JJ>
any parameters,any dt parameters nns,DT NNS,<DT><NNS>
any parts,any dt parts nns,DT NNS,<DT><NNS>
any problem,any dt problem nn,DT NN,<DT><NN>
any problems,any dt problems nns,DT NNS,<DT><NNS>
any screws,any dt screws nns,DT NNS,<DT><NNS>
any signs,any dt signs nns,DT NNS,<DT><NNS>
any type,any dt type nn,DT NN,<DT><NN>
any unit,any dt unit nn,DT NN,<DT><NN>
any unusal,any dt unusal jj,DT JJ,<DT><JJ>
any vibrations,any dt vibrations nns,DT NNS,<DT><NNS>
any visible,any dt visible jj,DT JJ,<DT><JJ>
any visual,any dt visual jj,DT JJ,<DT><JJ>
any water,any dt water nn,DT NN,<DT><NN>
appeared,appeared vbd,VBD,<VBD>
appears clean,appears vbz clean jj,VBZ JJ,<VBZ><JJ>
applicable,applicable jj,JJ,<JJ>
applied,applied vbn,VBN,<VBN>
apply performed,apply nn performed vbd,NN VBD,<NN><VBD>
approved,approved vbn,VBN,<VBN>
aqua,aqua nn,NN,<NN>
arcing,arcing vbg,VBG,<VBG>
are accounted,are vbp accounted vbn,VBP VBN,<VBP><VBN>
are addressed,are vbp addressed vbn,VBP VBN,<VBP><VBN>
are applicable,are vbp applicable jj,VBP JJ,<VBP><JJ>
are attached,are vbp attached vbn,VBP VBN,<VBP><VBN>
are being,are vbp being vbg,VBP VBG,<VBP><VBG>
are cabling,are vbp cabling vbg,VBP VBG,<VBP><VBG>
are checked,are vbp checked vbn,VBP VBN,<VBP><VBN>
are clean,are vbp clean jj,VBP JJ,<VBP><JJ>
are cleared,are vbp cleared vbn,VBP VBN,<VBP><VBN>
are closed,are vbp closed vbn,VBP VBN,<VBP><VBN>
are completed,are vbp completed vbn,VBP VBN,<VBP><VBN>
are cooled,are vbp cooled vbn,VBP VBN,<VBP><VBN>
are dol,are vbp dol jj,VBP JJ,<VBP><JJ>
are equal,are vbp equal jj,VBP JJ,<VBP><JJ>
are fine,are vbp fine jj,VBP JJ,<VBP><JJ>
are formed,are vbp formed vbn,VBP VBN,<VBP><VBN>
are found,are vbp found vbn,VBP VBN,<VBP><VBN>
are free,are vbp free jj,VBP JJ,<VBP><JJ>
are generating,are vbp generating vbg,VBP VBG,<VBP><VBG>
are good,are vbp good jj,VBP JJ,<VBP><JJ>
are installed,are vbp installed vbn,VBP VBN,<VBP><VBN>
are labeled,are vbp labeled vbn,VBP VBN,<VBP><VBN>
are legible,are vbp legible jj,VBP JJ,<VBP><JJ>
are light,are vbp light jj,VBP JJ,<VBP><JJ>
are looking,are vbp looking vbg,VBP VBG,<VBP><VBG>
are loose,are vbp loose jj,VBP JJ,<VBP><JJ>
are marked,are vbp marked vbn,VBP VBN,<VBP><VBN>
are megging,are vbp megging vbg,VBP VBG,<VBP><VBG>
are non,are vbp non jj,VBP JJ,<VBP><JJ>
are normal,are vbp normal jj,VBP JJ,<VBP><JJ>
are not running,are vbp not rb running vbg,VBP RB VBG,<VBP><RB><VBG>
are offline,are vbp offline jj,VBP JJ,<VBP><JJ>
are ohms,are vbp ohms jj,VBP JJ,<VBP><JJ>
are ok,are vbp ok jj,VBP JJ,<VBP><JJ>
are online,are vbp online jj,VBP JJ,<VBP><JJ>
are planning,are vbp planning vbg,VBP VBG,<VBP><VBG>
are pre,are vbp pre jj,VBP JJ,<VBP><JJ>
are present,are vbp present jj,VBP JJ,<VBP><JJ>
are purged,are vbp purged vbn,VBP VBN,<VBP><VBN>
are ran,are vbp ran jj,VBP JJ,<VBP><JJ>
are recorded,are vbp recorded vbn,VBP VBN,<VBP><VBN>
are removed,are vbp removed vbn,VBP VBN,<VBP><VBN>
are running,are vbp running vbg,VBP VBG,<VBP><VBG>
are satisfactory,are vbp satisfactory jj,VBP JJ,<VBP><JJ>
are sealed,are vbp sealed vbn,VBP VBN,<VBP><VBN>
are secure,are vbp secure nn,VBP NN,<VBP><NN>
are secured,are vbp secured vbn,VBP VBN,<VBP><VBN>
are set,are vbp set vbn,VBP VBN,<VBP><VBN>
are tight,are vbp tight jj,VBP JJ,<VBP><JJ>
are tighten,are vbp tighten jj,VBP JJ,<VBP><JJ>
are tripped,are vbp tripped vbn,VBP VBN,<VBP><VBN>
are visible,are vbp visible jj,VBP JJ,<VBP><JJ>
are waiting,are vbp waiting vbg,VBP VBG,<VBP><VBG>
are working,are vbp working vbg,VBP VBG,<VBP><VBG>
area checked,area nn checked vbd,NN VBD,<NN><VBD>
area isolated,area nn isolated vbd,NN VBD,<NN><VBD>
around ac,around in_pos ac nns,IN NNS,<IN><NNS>
around degreesthe,around in_pos degreesthe nn,IN NN,<IN><NN>
around motor,around in_pos motor nn,IN NN,<IN><NN>
around ohms,around in_pos ohms nns,IN NNS,<IN><NNS>
around pumped,around in_pos pumped vbd,IN VBD,<IN><VBD>
arranged,arranged vbn,VBN,<VBN>
arrester for damage,arrester nn for in_pos damage nn,NN IN NN,<NN><IN><NN>
arrester present,arrester nn present nn,NN NN,<NN><NN>
arrestor closed,arrestor nn closed vbd,NN VBD,<NN><VBD>
arrestor fitted,arrestor nn fitted vbd,NN VBD,<NN><VBD>
arrived,arrived vbn,VBN,<VBN>
as air,as in_pos air nn,IN NN,<IN><NN>
as below i,as in_pos below in_pos i nn,IN IN NN,<IN><IN><NN>
as cooling,as in_pos cooling nn,IN NN,<IN><NN>
as design,as in_pos design nn,IN NN,<IN><NN>
as designed,as in_pos designed vbn,IN VBN,<IN><VBN>
as directed,as in_pos directed vbn,IN VBN,<IN><VBN>
as i,as in_pos i nn,IN NN,<IN><NN>
as initial,as in_pos initial jj,IN JJ,<IN><JJ>
as intended,as in_pos intended vbn,IN VBN,<IN><VBN>
as manufacture,as in_pos manufacture nn,IN NN,<IN><NN>
as motor,as in_pos motor nn,IN NN,<IN><NN>
as n,as in_pos n nn,IN NN,<IN><NN>
as nameplate,as in_pos nameplate nn,IN NN,<IN><NN>
as necessary,as in_pos necessary jj,IN JJ,<IN><JJ>
as needed,as in_pos needed vbn,IN VBN,<IN><VBN>
as nromal,as in_pos nromal jj,IN JJ,<IN><JJ>
as of july,as in_pos of in_pos july nn,IN IN NN,<IN><IN><NN>
as pass,as in_pos pass nn,IN NN,<IN><NN>
as per chart,as in_pos per in_pos chart nn,IN IN NN,<IN><IN><NN>
as per check,as in_pos per in_pos check nn,IN IN NN,<IN><IN><NN>
as per chief,as in_pos per nn chief nn,IN NN NN,<IN><NN><NN>
as per company,as in_pos per in_pos company nn,IN IN NN,<IN><IN><NN>
as per day,as in_pos per in_pos day nn,IN IN NN,<IN><IN><NN>
as per discussion,as in_pos per in_pos discussion nn,IN IN NN,<IN><IN><NN>
as per feedback,as in_pos per in_pos feedback nn,IN IN NN,<IN><IN><NN>
as per job,as in_pos per in_pos job nn,IN IN NN,<IN><IN><NN>
as per manufacturer,as in_pos per in_pos manufacturer nn,IN IN NN,<IN><IN><NN>
as per nov,as in_pos per in_pos nov nn,IN IN NN,<IN><IN><NN>
as per oem,as in_pos per in_pos oem nn,IN IN NN,<IN><IN><NN>
as per pm,as in_pos per in_pos pm nn,IN IN NN,<IN><IN><NN>
as per pmmegger,as in_pos per in_pos pmmegger nn,IN IN NN,<IN><IN><NN>
as per procedure,as in_pos per in_pos procedure nn,IN IN NN,<IN><IN><NN>
as per recommendation,as in_pos per in_pos recommendation nn,IN IN NN,<IN><IN><NN>
as per report,as in_pos per in_pos report nn,IN IN NN,<IN><IN><NN>
as per rig,as in_pos per in_pos rig nn,IN IN NN,<IN><IN><NN>
as per rms,as in_pos per in_pos rms nns,IN IN NNS,<IN><IN><NNS>
as per scehdule,as in_pos per in_pos scehdule nn,IN IN NN,<IN><IN><NN>
as per task,as in_pos per in_pos task nn,IN IN NN,<IN><IN><NN>
as per ther,as in_pos per in_pos ther nn,IN IN NN,<IN><IN><NN>
as per wchb,as in_pos per in_pos wchb nn,IN IN NN,<IN><IN><NN>
as possible,as in_pos possible jj,IN JJ,<IN><JJ>
as required,as in_pos required vbn,IN VBN,<IN><VBN>
asked,asked vbn,VBN,<VBN>
assembled,assembled vbn,VBN,<VBN>
assembling,assembling vbg,VBG,<VBG>
assembly for damage,assembly rb for in_pos damage nn,RB IN NN,<RB><IN><NN>
assembly for damagelubrication,assembly rb for in_pos damagelubrication nn,RB IN NN,<RB><IN><NN>
assembly good,assembly rb good jj,RB JJ,<RB><JJ>
assembly to be,assembly nn to to_pos be vb,NN TO VB,<NN><TO><VB>
assembly was,assembly nn was vbd,NN VBD,<NN><VBD>
assigned,assigned vbn,VBN,<VBN>
assistance started,assistance nn started vbd,NN VBD,<NN><VBD>
assisted,assisted vbn,VBN,<VBN>
associated,associated vbn,VBN,<VBN>
at acceptable,at in_pos acceptable jj,IN JJ,<IN><JJ>
at ambient,at in_pos ambient nn,IN NN,<IN><NN>
at correct,at in_pos correct nn,IN NN,<IN><NN>
at deck,at in_pos deck nn,IN NN,<IN><NN>
at eow,at in_pos eow nn,IN NN,<IN><NN>
at full,at in_pos full jj,IN JJ,<IN><JJ>
at fvd,at in_pos fvd nn,IN NN,<IN><NN>
at good,at in_pos good jj,IN JJ,<IN><JJ>
at in wc,at in_pos in in_pos wc nn,IN IN NN,<IN><IN><NN>
at load,at in_pos load nn,IN NN,<IN><NN>
at manual,at in_pos manual jj,IN JJ,<IN><JJ>
at mcc,at in_pos mcc nn,IN NN,<IN><NN>
at moment,at in_pos moment nn,IN NN,<IN><NN>
at motor,at in_pos motor nn,IN NN,<IN><NN>
at mud,at in_pos mud nn,IN NN,<IN><NN>
at nde,at in_pos nde nn,IN NN,<IN><NN>
at next,at in_pos next jj,IN JJ,<IN><JJ>
at nonhazardous,at in_pos nonhazardous jj,IN JJ,<IN><JJ>
at normal,at in_pos normal jj,IN JJ,<IN><JJ>
at ohm,at in_pos ohm nn,IN NN,<IN><NN>
at ohms,at in_pos ohms nn,IN NN,<IN><NN>
at present,at in_pos present jj,IN JJ,<IN><JJ>
at prm,at in_pos prm nn,IN NN,<IN><NN>
at psi,at in_pos psi nn,IN NN,<IN><NN>
at rpm,at in_pos rpm nn,IN NN,<IN><NN>
at serial,at in_pos serial jj,IN JJ,<IN><JJ>
at terminal,at in_pos terminal jj,IN JJ,<IN><JJ>
at termination,at in_pos termination nn,IN NN,<IN><NN>
at time,at in_pos time nn,IN NN,<IN><NN>
at vac,at in_pos vac nn,IN NN,<IN><NN>
at vdc,at in_pos vdc nn,IN NN,<IN><NN>
attached,attached vbn,VBN,<VBN>
attched,attched vbn,VBN,<VBN>
attempt to start,attempt nn to to_pos start vb,NN TO VB,<NN><TO><VB>
attn hansuai,attn nn hansuai nn,NN NN,<NN><NN>
aug mp,aug nn mp nn,NN NN,<NN><NN>
auto cancelled,auto nn cancelled vbd,NN VBD,<NN><VBD>
automated,automated vbn,VBN,<VBN>
automatically overwritten,automatically rb overwritten vb,RB VB,<RB><VB>
aux,aux nn,NN,<NN>
auxiliaries ensured,auxiliaries nns ensured vbd,NNS VBD,<NNS><VBD>
auxiliaries make,auxiliaries nns make vbp,NNS VBP,<NNS><VBP>
available,available jj,JJ,<JJ>
availlable,availlable jj,JJ,<JJ>
awaiting,awaiting vbg,VBG,<VBG>
aware,aware jj,JJ,<JJ>
az was,az nn was vbd,NN VBD,<NN><VBD>
b,b nn,NN,<NN>
b de c,b nn de in_pos c nn,NN IN NN,<NN><IN><NN>
b de vibration,b nn de in_pos vibration nn,NN IN NN,<NN><IN><NN>
b failed,b nn failed vbd,NN VBD,<NN><VBD>
b for analysis,b nn for in_pos analysis nn,NN IN NN,<NN><IN><NN>
b from repair,b nn from in_pos repair nn,NN IN NN,<NN><IN><NN>
b made,b nn made vbd,NN VBD,<NN><VBD>
b make,b nns make vbp,NNS VBP,<NNS><VBP>
b observed,b nn observed vbd,NN VBD,<NN><VBD>
b on mud,b nn on in_pos mud nn,NN IN NN,<NN><IN><NN>
b side,b nns side nn,NNS NN,<NNS><NN>
b to be,b nn to to_pos be vb,NN TO VB,<NN><TO><VB>
b to motor,b nn to to_pos motor nn,NN TO NN,<NN><TO><NN>
b was,b nn was vbd,NN VBD,<NN><VBD>
back due,back rb due jj,RB JJ,<RB><JJ>
back from overhaul,back rb from in_pos overhaul nn,RB IN NN,<RB><IN><NN>
back in good condition,back rb in in_pos good jj condition nn,RB IN JJ NN,<RB><IN><JJ><NN>
back in motor,back rb in in_pos motor nn,RB IN NN,<RB><IN><NN>
back in place,back rb in in_pos place nn,RB IN NN,<RB><IN><NN>
back in serive,back rb in in_pos serive nn,RB IN NN,<RB><IN><NN>
back in service,back rb in in_pos service nn,RB IN NN,<RB><IN><NN>
back into alarm,back rb into in_pos alarm nn,RB IN NN,<RB><IN><NN>
back into service,back rb into in_pos service nn,RB IN NN,<RB><IN><NN>
back jacking assembly,back rb jacking nn assembly nn,RB NN NN,<RB><NN><NN>
back on board,back rb on in_pos board nn,RB IN NN,<RB><IN><NN>
back on isolated motor,back rb on in_pos isolated jj motor nn,RB IN JJ NN,<RB><IN><JJ><NN>
back on line,back rb on in_pos line nn,RB IN NN,<RB><IN><NN>
back on motor,back rb on in_pos motor nn,RB IN NN,<RB><IN><NN>
back on n,back rb on in_pos n nn,RB IN NN,<RB><IN><NN>
back on service,back rb on in_pos service nn,RB IN NN,<RB><IN><NN>
back opened,back rb opened vbn,RB VBN,<RB><VBN>
back to original,back rb to to_pos original vb,RB TO VB,<RB><TO><VB>
bad,bad jj,JJ,<JJ>
badly corroded,badly rb corroded vbd,RB VBD,<RB><VBD>
balanced,balanced vbn,VBN,<VBN>
balancedthese,balancedthese nn,NN,<NN>
bar while isolation,bar nn while in_pos isolation nn,NN IN NN,<NN><IN><NN>
baring,baring nn,NN,<NN>
barring,barring vbg,VBG,<VBG>
bars are,bars nns are vbp,NNS VBP,<NNS><VBP>
based,based vbn,VBN,<VBN>
bbls to confirm,bbls nn to to_pos confirm vb,NN TO VB,<NN><TO><VB>
be achieved,be vb achieved vbn,VB VBN,<VB><VBN>
be attributed,be vb attributed vbn,VB VBN,<VB><VBN>
be closed,be vb closed vbn,VB VBN,<VB><VBN>
be commented,be vb commented vbn,VB VBN,<VB><VBN>
be connected,be vb connected vbn,VB VBN,<VB><VBN>
be done,be vb done vbn,VB VBN,<VB><VBN>
be heard,be vb heard vbn,VB VBN,<VB><VBN>
be moved,be vb moved vbn,VB VBN,<VB><VBN>
be obtained,be vb obtained vbn,VB VBN,<VB><VBN>
be perfomed,be vb perfomed vbn,VB VBN,<VB><VBN>
be ran,be vb ran nn,VB NN,<VB><NN>
be run,be vb run vbn,VB VBN,<VB><VBN>
be sent,be vb sent vbn,VB VBN,<VB><VBN>
beaings checked,beaings nns checked vbd,NNS VBD,<NNS><VBD>
bearing,bearing nn,NN,<NN>
bearing checked,bearing nn checked vbd,NN VBD,<NN><VBD>
bearing for mpa,bearing nn for in_pos mpa nn,NN IN NN,<NN><IN><NN>
bearing had,bearing nn had vbd,NN VBD,<NN><VBD>
bearing of motora,bearing nn of in_pos motora nn,NN IN NN,<NN><IN><NN>
bearing put,bearing nn put vbd,NN VBD,<NN><VBD>
bearing sealed,bearing nn sealed vbd,NN VBD,<NN><VBD>
bearings are,bearings nns are vbp,NNS VBP,<NNS><VBP>
bearings blower,bearings nns blower nn,NNS NN,<NNS><NN>
bearings do,bearings nns do vbp,NNS VBP,<NNS><VBP>
bearings due,bearings nns due jj,NNS JJ,<NNS><JJ>
bearings ensured,bearings nns ensured vbd,NNS VBD,<NNS><VBD>
bearings inspected,bearings nns inspected vbd,NNS VBD,<NNS><VBD>
bearings lubricate,bearings nns lubricate nn,NNS NN,<NNS><NN>
bearings megged,bearings nns megged vbd,NNS VBD,<NNS><VBD>
bearings mp,bearings nns mp nn,NNS NN,<NNS><NN>
bearings note,bearings nns note vbp,NNS VBP,<NNS><VBP>
bearings observed,bearings nns observed vbd,NNS VBD,<NNS><VBD>
bearings re,bearings nns re nn,NNS NN,<NNS><NN>
bearings replaced,bearings nns replaced vbd,NNS VBD,<NNS><VBD>
bearings see,bearings nns see vbp,NNS VBP,<NNS><VBP>
bearings suitable,bearings nns suitable jj,NNS JJ,<NNS><JJ>
bearings were,bearings nns were vbd,NNS VBD,<NNS><VBD>
been,been vbn,VBN,<VBN>
before connect,before in_pos connect nn,IN NN,<IN><NN>
before installation,before in_pos installation nn,IN NN,<IN><NN>
before start,before in_pos start nn,IN NN,<IN><NN>
being,being vbg,VBG,<VBG>
bell on blower,bell nn on in_pos blower nn,NN IN NN,<NN><IN><NN>
below blower,below in_pos blower nn,IN NN,<IN><NN>
below checked,below in_pos checked vbd,IN VBD,<IN><VBD>
below cleanliness,below in_pos cleanliness nn,IN NN,<IN><NN>
below damage,below in_pos damage nn,IN NN,<IN><NN>
below damageok,below in_pos damageok nn,IN NN,<IN><NN>
below dirt,below in_pos dirt nn,IN NN,<IN><NN>
below found,below in_pos found vbd,IN VBD,<IN><VBD>
below free,below in_pos free jj,IN JJ,<IN><JJ>
below from abb,below in_pos from in_pos abb nn,IN IN NN,<IN><IN><NN>
below galling,below in_pos galling vbg,IN VBG,<IN><VBG>
below inside,below in_pos inside rb,IN RB,<IN><RB>
below interior,below in_pos interior jj,IN JJ,<IN><JJ>
below junction,below in_pos junction nn,IN NN,<IN><NN>
below log,below in_pos log nn,IN NN,<IN><NN>
below mechanical,below in_pos mechanical jj,IN JJ,<IN><JJ>
below mentioned,below in_pos mentioned vbd,IN VBD,<IN><VBD>
below na,below in_pos na nns,IN NNS,<IN><NNS>
below none,below in_pos none nn,IN NN,<IN><NN>
below ohms,below in_pos ohms nns,IN NNS,<IN><NNS>
below panel,below in_pos panel nn,IN NN,<IN><NN>
below raised,below in_pos raised vbd,IN VBD,<IN><VBD>
below rust,below in_pos rust nn,IN NN,<IN><NN>
below task,below in_pos task nn,IN NN,<IN><NN>
below verified,below in_pos verified vbd,IN VBD,<IN><VBD>
below water,below in_pos water nn,IN NN,<IN><NN>
below were,below in_pos were vbd,IN VBD,<IN><VBD>
belt,belt nn,NN,<NN>
belt attempted,belt nn attempted vbd,NN VBD,<NN><VBD>
belt fitted,belt nn fitted vbd,NN VBD,<NN><VBD>
belt to psi,belt nn to to_pos psi vb,NN TO VB,<NN><TO><VB>
belts were,belts nns were vbd,NNS VBD,<NNS><VBD>
between pulley,between in_pos pulley nn,IN NN,<IN><NN>
big,big jj,JJ,<JJ>
blade was,blade nn was vbd,NN VBD,<NN><VBD>
blades are,blades nns are vbp,NNS VBP,<NNS><VBP>
blades broken,blades nns broken vbp,NNS VBP,<NNS><VBP>
blades clean,blades nns clean vbp,NNS VBP,<NNS><VBP>
blades free,blades nns free jj,NNS JJ,<NNS><JJ>
blades have,blades nns have vbp,NNS VBP,<NNS><VBP>
blades meet,blades nns meet nn,NNS NN,<NNS><NN>
blades were,blades nns were vbd,NNS VBD,<NNS><VBD>
blew,blew nn,NN,<NN>
block to remove,block nn to to_pos remove vb,NN TO VB,<NN><TO><VB>
blocks ton,blocks nns ton vbp,NNS VBP,<NNS><VBP>
blow,blow nn,NN,<NN>
blow air,blow nn air nn,NN NN,<NN><NN>
blow dirt,blow nn dirt nn,NN NN,<NN><NN>
blower on order,blower nn on in_pos order nn,NN IN NN,<NN><IN><NN>
blower reconnected,blower nn reconnected vbd,NN VBD,<NN><VBD>
blower stopped,blower nn stopped vbd,NN VBD,<NN><VBD>
blower to blow,blower nn to to_pos blow vb,NN TO VB,<NN><TO><VB>
blower was,blower nn was vbd,NN VBD,<NN><VBD>
blowers are,blowers nns are vbp,NNS VBP,<NNS><VBP>
blowers aux,blowers nns aux vbp,NNS VBP,<NNS><VBP>
blowers changed,blowers nns changed vbd,NNS VBD,<NNS><VBD>
blowers etc,blowers nns etc vbp,NNS VBP,<NNS><VBP>
blowers have,blowers nns have vbp,NNS VBP,<NNS><VBP>
blowers sound,blowers nns sound vbd,NNS VBD,<NNS><VBD>
blowers were,blowers nns were vbd,NNS VBD,<NNS><VBD>
blown,blown nn,NN,<NN>
board to ensure,board nn to to_pos ensure vb,NN TO VB,<NN><TO><VB>
body disjointed,body nn disjointed vbd,NN VBD,<NN><VBD>
bolt cleaned,bolt nn cleaned vbd,NN VBD,<NN><VBD>
bolt on blower,bolt nn on in_pos blower nn,NN IN NN,<NN><IN><NN>
bolt removed,bolt nn removed vbd,NN VBD,<NN><VBD>
bolted,bolted vbn,VBN,<VBN>
bolts,bolts nns,NNS,<NNS>
bolts appear,bolts nns appear vbp,NNS VBP,<NNS><VBP>
bolts are,bolts nns are vbp,NNS VBP,<NNS><VBP>
bolts arent,bolts nns arent nn,NNS NN,<NNS><NN>
bolts checked,bolts nns checked vbd,NNS VBD,<NNS><VBD>
bolts cleaned,bolts nns cleaned vbd,NNS VBD,<NNS><VBD>
bolts edocs,bolts nns edocs vbp,NNS VBP,<NNS><VBP>
bolts electrical,bolts nns electrical jj,NNS JJ,<NNS><JJ>
bolts exterior,bolts nns exterior vbp,NNS VBP,<NNS><VBP>
bolts foot,bolts nns foot nn,NNS NN,<NNS><NN>
bolts for torque,bolts nns for in_pos torque nn,NNS IN NN,<NNS><IN><NN>
bolts found,bolts nns found vbd,NNS VBD,<NNS><VBD>
bolts ft,bolts nns ft vbp,NNS VBP,<NNS><VBP>
bolts intact,bolts nns intact jj,NNS JJ,<NNS><JJ>
bolts ok,bolts nns ok vbp,NNS VBP,<NNS><VBP>
bolts present,bolts nns present jj,NNS JJ,<NNS><JJ>
bolts reinstall,bolts nns reinstall vbp,NNS VBP,<NNS><VBP>
bolts reinstalled,bolts nns reinstalled vbd,NNS VBD,<NNS><VBD>
bolts remote,bolts nns remote vbp,NNS VBP,<NNS><VBP>
bolts tight,bolts nns tight vbd,NNS VBD,<NNS><VBD>
bolts tightened,bolts nns tightened vbd,NNS VBD,<NNS><VBD>
bolts was,bolts nns was vbd,NNS VBD,<NNS><VBD>
bolts were,bolts nns were vbd,NNS VBD,<NNS><VBD>
bond checked,bond nn checked vbd,NN VBD,<NN><VBD>
bond in place,bond nn in in_pos place nn,NN IN NN,<NN><IN><NN>
bond measured,bond nn measured vbd,NN VBD,<NN><VBD>
bond n,bond nn n nn,NN NN,<NN><NN>
bond on motor,bond nn on in_pos motor nn,NN IN NN,<NN><IN><NN>
bond was,bond nn was vbd,NN VBD,<NN><VBD>
bonding,bonding nn,NN,<NN>
bonding was,bonding nn was vbd,NN VBD,<NN><VBD>
bonds af,bonds nns af vbp,NNS VBP,<NNS><VBP>
bonds are,bonds nns are vbp,NNS VBP,<NNS><VBP>
bonds checked,bonds nns checked vbd,NNS VBD,<NNS><VBD>
bonds confirmed,bonds nns confirmed vbd,NNS VBD,<NNS><VBD>
bonds earth,bonds nns earth vbp,NNS VBP,<NNS><VBP>
bonds ensured,bonds nns ensured vbd,NNS VBD,<NNS><VBD>
bonds inspected,bonds nns inspected vbd,NNS VBD,<NNS><VBD>
bonds jb,bonds nns jb vbp,NNS VBP,<NNS><VBP>
bonds look,bonds nns look vbp,NNS VBP,<NNS><VBP>
bonds note,bonds nns note vbp,NNS VBP,<NNS><VBP>
bonds present,bonds nns present jj,NNS JJ,<NNS><JJ>
bonds was,bonds nns was vbd,NNS VBD,<NNS><VBD>
bonds were,bonds nns were vbd,NNS VBD,<NNS><VBD>
boosted,boosted vbn,VBN,<VBN>
bop,bop nn,NN,<NN>
bop closed,bop nn closed vbd,NN VBD,<NN><VBD>
both ac,both dt ac nn,DT NN,<DT><NN>
both bearing,both dt bearing nn,DT NN,<DT><NN>
both bearings,both dt bearings nns,DT NNS,<DT><NNS>
both berings,both dt berings nns,DT NNS,<DT><NNS>
both drive,both dt drive nn,DT NN,<DT><NN>
both end,both dt end nn,DT NN,<DT><NN>
both heaters,both dt heaters nns,DT NNS,<DT><NNS>
both louvers,both dt louvers nns,DT NNS,<DT><NNS>
both main,both dt main jj,DT JJ,<DT><JJ>
both motors,both dt motors nns,DT NNS,<DT><NNS>
both nondrive,both dt nondrive jj,DT JJ,<DT><JJ>
both parties,both dt parties nns,DT NNS,<DT><NNS>
both plugs,both dt plugs nns,DT NNS,<DT><NNS>
both sides,both dt sides nns,DT NNS,<DT><NNS>
both standpipes,both dt standpipes nns,DT NNS,<DT><NNS>
both units,both dt units nns,DT NNS,<DT><NNS>
both were,both dt were vbd,DT VBD,<DT><VBD>
both workshop,both dt workshop nn,DT NN,<DT><NN>
boths was,boths nns was vbd,NNS VBD,<NNS><VBD>
bottom,bottom nn,NN,<NN>
box cover,box nn cover nn,NN NN,<NN><NN>
box for dirt,box nn for in_pos dirt nn,NN IN NN,<NN><IN><NN>
box for integrity,box nn for in_pos integrity nn,NN IN NN,<NN><IN><NN>
box for water,box nn for in_pos water nn,NN IN NN,<NN><IN><NN>
box opened,box nn opened vbd,NN VBD,<NN><VBD>
box performed,box nn performed vbd,NN VBD,<NN><VBD>
box reconnected,box nn reconnected vbd,NN VBD,<NN><VBD>
box removed,box nn removed vbd,NN VBD,<NN><VBD>
box to inspect,box nn to to_pos inspect vb,NN TO VB,<NN><TO><VB>
box was,box nn was vbd,NN VBD,<NN><VBD>
boxes appear,boxes nns appear vbp,NNS VBP,<NNS><VBP>
boxes checked,boxes nns checked vbd,NNS VBD,<NNS><VBD>
boxes etc,boxes nns etc vbp,NNS VBP,<NNS><VBP>
boxes recorded,boxes nns recorded vbd,NNS VBD,<NNS><VBD>
boxes were,boxes nns were vbd,NNS VBD,<NNS><VBD>
bprdcmr,bprdcmr nn,NN,<NN>
bprgeneric,bprgeneric nn,NN,<NN>
bracket were,bracket nn were vbd,NN VBD,<NN><VBD>
brazil,brazil nn,NN,<NN>
breakdown motor,breakdown nn motor nn,NN NN,<NN><NN>
breaker examined,breaker nn examined vbd,NN VBD,<NN><VBD>
