phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
a momentary,a dt momentary jj,DT JJ,1
a mometarily,a dt mometarily nn,DT NN,0
a monitored,a dt monitored vbd,DT VBD,1
a month,a dt month nn,DT NN,1
a month old,a dt month nn old jj,DT NN JJ,1
a monthly,a dt monthly jj,DT JJ,1
a moon,a dt moon nn,DT NN,1
a morrison,a dt morrison nn,DT NN,0
a motion,a dt motion nn,DT NN,1
a motor,a dt motor nn,DT NN,1
a motor high,a dt motor nn high jj,DT NN JJ,1
a motor local,a dt motor nn local jj,DT NN JJ,1
a motor port,a dt motor nn port nn,DT NN NN,1
a mouse,a dt mouse nn,DT NN,1
a movement,a dt movement nn,DT NN,1
a mp,a dt mp nn,DT NN,1
a mpi,a dt mpi nn,DT NN,0
a mrt,a dt mrt nn,DT NN,0
a mtr,a dt mtr nn,DT NN,0
a mud,a dt mud nn,DT NN,1
a multimeter,a dt multimeter nn,DT NN,1
a must,a dt must md,DT MD,1
a mw,a dt mw nn,DT NN,0
a n,a dt n nn,DT NN,1
a nalfleet,a dt nalfleet nn,DT NN,0
a nas,a dt nas nn,DT NN,0
a nbb,a dt nbb nn,DT NN,0
a ncbuno,a dt ncbuno nn,DT NN,0
a nd,a dt nd nn,DT NN,0
a nde,a dt nde nn,DT NN,0
a neat,a dt neat nn,DT NN,1
a negative,a dt negative jj,DT JJ,1
a net,a dt net jj,DT JJ,1
a network,a dt network nn,DT NN,1
a networks,a dt networks nns,DT NNS,1
a new,a dt new jj,DT JJ,1
a newly,a dt newly rb,DT RB,1
a nightmare,a dt nightmare nn,DT NN,1
a nil,a dt nil nn,DT NN,1
a nitrogen,a dt nitrogen nn,DT NN,1
a node,a dt node nn,DT NN,1
a noise,a dt noise nn,DT NN,1
a non,a dt non nn,DT NN,1
a nonconductive,a dt nonconductive jj,DT JJ,0
a normal,a dt normal jj,DT JJ,1
a not,a dt not rb,DT RB,1
a notable,a dt notable jj,DT JJ,1
a notch,a dt notch nn,DT NN,1
a note,a dt note nn,DT NN,1
a note high,a dt note nn high jj,DT NN JJ,1
a noticable,a dt noticable jj,DT JJ,0
a noticeable,a dt noticeable jj,DT JJ,1
a nov,a dt nov nn,DT NN,0
a now,a dt now rb,DT RB,1
a npt,a dt npt nn,DT NN,0
a nptmx,a dt nptmx nn,DT NN,0
a nuisance,a dt nuisance nn,DT NN,1
a number,a dt number nn,DT NN,1
a nut,a dt nut nn,DT NN,1
a oem,a dt oem nn,DT NN,0
a ohm,a dt ohm nn,DT NN,1
a ohms,a dt ohms nn,DT NN,1
a oil,a dt oil nn,DT NN,1
a oilgear,a dt oilgear nn,DT NN,0
a on own schedule,a dt on in_pos own jj schedule nn,DT IN JJ NN,1
a on upper carriage,a dt on in_pos upper jj carriage nn,DT IN JJ NN,1
a once,a dt once rb,DT RB,1
a only,a dt only jj,DT JJ,1
a open,a dt open jj,DT JJ,1
a operation,a dt operation nn,DT NN,1
a operational,a dt operational jj,DT JJ,1
a operations,a dt operations nns,DT NNS,1
a operator,a dt operator nn,DT NN,1
a order,a dt order nn,DT NN,1
a original,a dt original jj,DT JJ,1
a oring,a dt oring nn,DT NN,0
a out,a dt out rp,DT RP,1
a outstanding,a dt outstanding jj,DT JJ,1
a overload,a dt overload nn,DT NN,1
a oxidation,a dt oxidation nn,DT NN,1
a p,a dt p nn,DT NN,1
a pa,a dt pa nn,DT NN,1
a pad,a dt pad nn,DT NN,1
a page,a dt page nn,DT NN,1
a pail,a dt pail nn,DT NN,1
a paint,a dt paint nn,DT NN,1
a pair,a dt pair nn,DT NN,1
a palnut,a dt palnut nn,DT NN,0
a panel,a dt panel nn,DT NN,1
a paper,a dt paper nn,DT NN,1
a parallel,a dt parallel nn,DT NN,1
a parameter,a dt parameter nn,DT NN,1
a park,a dt park nn,DT NN,1
a parker,a dt parker nn,DT NN,0
a part,a dt part nn,DT NN,1
a partial,a dt partial jj,DT JJ,1
a partical,a dt partical jj,DT JJ,0
a parts,a dt parts nns,DT NNS,1
a pass,a dt pass nn,DT NN,1
a pat,a dt pat nn,DT NN,1
a patch,a dt patch nn,DT NN,1
a path,a dt path nn,DT NN,1
a pause,a dt pause nn,DT NN,1
a peice,a dt peice nn,DT NN,0
a pendencia,a dt pendencia nn,DT NN,0
a pepper,a dt pepper nn,DT NN,1
a performed,a dt performed nn,DT NN,1
a period,a dt period nn,DT NN,1
a periodic,a dt periodic nn,DT NN,1
a permanent,a dt permanent jj,DT JJ,1
a permit,a dt permit nn,DT NN,1
a phase,a dt phase nn,DT NN,1
a phases,a dt phases nns,DT NNS,1
a phoenix,a dt phoenix nn,DT NN,1
a physical,a dt physical jj,DT JJ,1
a pi,a dt pi nn,DT NN,1
a pib,a dt pib nn,DT NN,0
a picture,a dt picture nn,DT NN,1
a piece,a dt piece nn,DT NN,1
a pigtail,a dt pigtail nn,DT NN,1
a pilot,a dt pilot nn,DT NN,1
a pims,a dt pims nn,DT NN,0
a pin,a dt pin nn,DT NN,1
a pinch,a dt pinch nn,DT NN,1
a pinion,a dt pinion nn,DT NN,1
a pipe,a dt pipe nn,DT NN,1
a piston,a dt piston nn,DT NN,1
a plan,a dt plan nn,DT NN,1
a planned,a dt planned vbn,DT VBN,1
a planning,a dt planning nn,DT NN,1
a plastic,a dt plastic nn,DT NN,1
a plate,a dt plate nn,DT NN,1
a plc,a dt plc nn,DT NN,0
a plcs,a dt plcs nn,DT NN,0
a plug,a dt plug nn,DT NN,1
a plus,a dt plus nn,DT NN,1
a pm,a dt pm nn,DT NN,1
a pneumatic,a dt pneumatic jj,DT JJ,1
a pnuematic,a dt pnuematic jj,DT JJ,0
a po,a dt po nn,DT NN,0
a point,a dt point nn,DT NN,1
a point cal,a dt point nn cal nn,DT NN NN,1
a polypenco,a dt polypenco nn,DT NN,0
a pop,a dt pop nn,DT NN,1
a popup,a dt popup nn,DT NN,1
a port,a dt port nn,DT NN,1
a portable,a dt portable jj,DT JJ,1
a portion,a dt portion nn,DT NN,1
a position,a dt position nn,DT NN,1
a positive,a dt positive jj,DT JJ,1
a possibility,a dt possibility nn,DT NN,1
a possible,a dt possible jj,DT JJ,1
a post,a dt post nn,DT NN,1
a potential,a dt potential jj,DT JJ,1
a potentiometer,a dt potentiometer nn,DT NN,1
a power,a dt power nn,DT NN,1
a pquip,a dt pquip nn,DT NN,0
a practical,a dt practical jj,DT JJ,1
a pre,a dt pre nn,DT NN,0
a precaution,a dt precaution nn,DT NN,1
a precautionary,a dt precautionary jj,DT JJ,1
a precement,a dt precement nn,DT NN,0
a preemptive,a dt preemptive nn,DT NN,1
a preformed,a dt preformed nn,DT NN,1
a premature,a dt premature nn,DT NN,1
a preset,a dt preset nn,DT NN,1
a press,a dt press nn,DT NN,1
a pressure,a dt pressure nn,DT NN,1
a preventative,a dt preventative nn,DT NN,1
a preventine,a dt preventine nn,DT NN,0
a preventive,a dt preventive nn,DT NN,1
a previous,a dt previous jj,DT JJ,1
a previously,a dt previously rb,DT RB,1
a proactive,a dt proactive nn,DT NN,1
a problem,a dt problem nn,DT NN,1
a procedure,a dt procedure nn,DT NN,1
a process,a dt process nn,DT NN,1
a product,a dt product nn,DT NN,1
a profibus,a dt profibus nn,DT NN,0
a profitrace,a dt profitrace nn,DT NN,0
a programmable,a dt programmable jj,DT JJ,1
a project,a dt project nn,DT NN,1
a promise,a dt promise nn,DT NN,1
a proper,a dt proper jj,DT JJ,1
a proportional,a dt proportional jj,DT JJ,1
a prot,a dt prot nn,DT NN,0
a protective,a dt protective jj,DT JJ,1
a prox,a dt prox nn,DT NN,1
a proximity,a dt proximity nn,DT NN,1
a prv,a dt prv nn,DT NN,0
a pry,a dt pry nn,DT NN,1
a psi,a dt psi nn,DT NN,1
a psu,a dt psu nn,DT NN,0
a pt,a dt pt nn,DT NN,1
a pta,a dt pta nn,DT NN,0
a ptw,a dt ptw nn,DT NN,0
a pulsation,a dt pulsation nn,DT NN,1
a pump,a dt pump nn,DT NN,1
a pumpman,a dt pumpman nn,DT NN,0
a pumps,a dt pumps nns,DT NNS,1
a purge,a dt purge nn,DT NN,1
a purged,a dt purged nn,DT NN,1
a push,a dt push nn,DT NN,1
a qty,a dt qty nn,DT NN,1
a quarter,a dt quarter nn,DT NN,1
a quater,a dt quater nn,DT NN,0
a quick,a dt quick nn,DT NN,1
a quicker,a dt quicker nn,DT NN,1
a quotaion,a dt quotaion nn,DT NN,0
a quotation,a dt quotation nn,DT NN,1
a quote,a dt quote nn,DT NN,1
a r,a dt r nn,DT NN,1
a rab,a dt rab nn,DT NN,0
a rad,a dt rad nn,DT NN,1
a radio,a dt radio nn,DT NN,1
a radius,a dt radius nn,DT NN,1
a rag,a dt rag nn,DT NN,1
a rags,a dt rags nn,DT NN,1
a raid,a dt raid nn,DT NN,1
a rain,a dt rain nn,DT NN,1
a ramp,a dt ramp nn,DT NN,1
a range,a dt range nn,DT NN,1
a rash,a dt rash nn,DT NN,1
a rd,a dt rd nn,DT NN,1
a re,a dt re nn,DT NN,1
a read,a dt read nn,DT NN,1
a reading,a dt reading nn,DT NN,1
a ready,a dt ready jj,DT JJ,1
a reason,a dt reason nn,DT NN,1
a reasonable,a dt reasonable jj,DT JJ,1
a reboot,a dt reboot nn,DT NN,1
a rebuild,a dt rebuild nn,DT NN,1
a rebuilit,a dt rebuilit nn,DT NN,0
a rebuilt,a dt rebuilt nn,DT NN,1
a recalibrations,a dt recalibrations nns,DT NNS,0
a recent,a dt recent jj,DT JJ,1
a recently,a dt recently rb,DT RB,1
a recommendation,a dt recommendation nn,DT NN,1
a recommended,a dt recommended vbd,DT VBD,1
a recording,a dt recording nn,DT NN,1
a recurrence,a dt recurrence nn,DT NN,1
a red,a dt red jj,DT JJ,1
a reduced,a dt reduced jj,DT JJ,1
a redundant,a dt redundant nn,DT NN,1
a reference,a dt reference nn,DT NN,1
a refiew,a dt refiew nn,DT NN,0
a refractometer,a dt refractometer nn,DT NN,1
a refurbished,a dt refurbished nn,DT NN,1
a register,a dt register nn,DT NN,1
a regular,a dt regular jj,DT JJ,1
a regulator,a dt regulator nn,DT NN,1
a reinforcement,a dt reinforcement nn,DT NN,1
a release,a dt release nn,DT NN,1
a relief,a dt relief nn,DT NN,1
a remedial,a dt remedial nn,DT NN,1
a reminder,a dt reminder nn,DT NN,1
a remote,a dt remote jj,DT JJ,1
a reoccurrence,a dt reoccurrence nn,DT NN,1
a repair,a dt repair nn,DT NN,1
a repaired,a dt repaired jj,DT JJ,1
a repairs,a dt repairs nn,DT NN,1
a repalcement,a dt repalcement nn,DT NN,0
a replacement,a dt replacement nn,DT NN,1
a replacement active,a dt replacement nn active jj,DT NN JJ,1
a replacemnet,a dt replacemnet nn,DT NN,0
a replacment,a dt replacment nn,DT NN,0
a replica,a dt replica nn,DT NN,1
a report,a dt report nn,DT NN,1
a request,a dt request nn,DT NN,1
a required,a dt required jj,DT JJ,1
a requisition,a dt requisition nn,DT NN,1
a requistion,a dt requistion nn,DT NN,0
a requsition,a dt requsition nn,DT NN,0
a reset,a dt reset nn,DT NN,1
a resistor,a dt resistor nn,DT NN,1
a respectively,a dt respectively rb,DT RB,1
a response,a dt response nn,DT NN,1
a result,a dt result nn,DT NN,1
a retract,a dt retract nn,DT NN,1
a retro,a dt retro nn,DT NN,1
a retrofit,a dt retrofit nn,DT NN,1
a return,a dt return nn,DT NN,1
a reverse,a dt reverse nn,DT NN,1
a review,a dt review nn,DT NN,1
a review active,a dt review nn active jj,DT NN JJ,1
a rh,a dt rh nn,DT NN,0
a rhs,a dt rhs nn,DT NN,0
a rhythmic,a dt rhythmic jj,DT JJ,1
a riding,a dt riding nn,DT NN,1
a rig,a dt rig nn,DT NN,1
a rig spare,a dt rig nn spare nn,DT NN NN,1
a right,a dt right nn,DT NN,1
a riser,a dt riser nn,DT NN,1
a risertensioning,a dt risertensioning nn,DT NN,0
a risk,a dt risk nn,DT NN,1
a rittal,a dt rittal nn,DT NN,0
a rms,a dt rms nns,DT NNS,1
a rods washed,a dt rods nns washed vbd,DT NNS VBD,1
a roller,a dt roller nn,DT NN,1
a rolles,a dt rolles nns,DT NNS,0
a root,a dt root nn,DT NN,1
a rope,a dt rope nn,DT NN,1
a rotaion,a dt rotaion nn,DT NN,0
a rotation,a dt rotation nn,DT NN,1
a routine,a dt routine nn,DT NN,1
a row,a dt row nn,DT NN,1
a rpm,a dt rpm nn,DT NN,1
a rr,a dt rr nn,DT NN,0
a rtd,a dt rtd nn,DT NN,0
a rub,a dt rub nn,DT NN,1
a rubber,a dt rubber nn,DT NN,1
a rumbling,a dt rumbling nn,DT NN,1
a running,a dt running nn,DT NN,1
a rx,a dt rx nn,DT NN,0
a s,a dt s nn,DT NN,1
a sae,a dt sae nn,DT NN,0
a safe,a dt safe jj,DT JJ,1
a safety,a dt safety nn,DT NN,1
a same,a dt same jj,DT JJ,1
a sample,a dt sample nn,DT NN,1
a satisfactory,a dt satisfactory jj,DT JJ,1
a sc,a dt sc nn,DT NN,1
a scab,a dt scab nn,DT NN,1
a schedule,a dt schedule nn,DT NN,1
a scheduled,a dt scheduled jj,DT JJ,1
a schematic,a dt schematic jj,DT JJ,1
a scorn,a dt scorn nn,DT NN,1
a scrapped,a dt scrapped nn,DT NN,1
a screen,a dt screen nn,DT NN,1
a screens,a dt screens nns,DT NNS,1
a screenshot,a dt screenshot nn,DT NN,1
a screw,a dt screw nn,DT NN,1
a screwdriver,a dt screwdriver nn,DT NN,1
a scribe,a dt scribe nn,DT NN,1
a sd,a dt sd nn,DT NN,1
a seal,a dt seal nn,DT NN,1
a sealed,a dt sealed jj,DT JJ,1
a seat,a dt seat nn,DT NN,1
a second,a dt second jj,DT JJ,1
a secondary,a dt secondary jj,DT JJ,1
a seconds,a dt seconds nns,DT NNS,1
a section,a dt section nn,DT NN,1
a secure,a dt secure nn,DT NN,1
a secured,a dt secured jj,DT JJ,1
a security,a dt security nn,DT NN,1
a see,a dt see nn,DT NN,1
a see attached,a dt see nn attached vbn,DT NN VBN,1
a selection,a dt selection nn,DT NN,1
a self,a dt self nn,DT NN,1
a selfinduced,a dt selfinduced jj,DT JJ,0
a send,a dt send nn,DT NN,1
a sense,a dt sense nn,DT NN,1
a sensor,a dt sensor nn,DT NN,1
a separate,a dt separate jj,DT JJ,1
a seperate,a dt seperate nn,DT NN,0
a sequence,a dt sequence nn,DT NN,1
a serial,a dt serial jj,DT JJ,1
a series,a dt series nn,DT NN,1
a serious,a dt serious jj,DT JJ,1
a server,a dt server nn,DT NN,1
a servers,a dt servers nns,DT NNS,1
a service,a dt service nn,DT NN,1
a set,a dt set nn,DT NN,1
a setting,a dt setting nn,DT NN,1
a severe,a dt severe jj,DT JJ,1
a sf,a dt sf nn,DT NN,1
a shaft,a dt shaft nn,DT NN,1
a shale,a dt shale nn,DT NN,1
a sharp,a dt sharp jj,DT JJ,1
a shart,a dt shart nn,DT NN,0
a sheared,a dt sheared jj,DT JJ,1
a sheave,a dt sheave nn,DT NN,1
a sheet,a dt sheet nn,DT NN,1
a short,a dt short jj,DT JJ,1
a shot,a dt shot nn,DT NN,1
a show,a dt show nn,DT NN,1
a shutdown,a dt shutdown nn,DT NN,1
a side,a dt side nn,DT NN,1
a siemens,a dt siemens nns,DT NNS,1
a signal,a dt signal nn,DT NN,1
a significant,a dt significant jj,DT JJ,1
a similar,a dt similar jj,DT JJ,1
a simulated,a dt simulated jj,DT JJ,1
a single,a dt single jj,DT JJ,1
a sinngle,a dt sinngle nn,DT NN,0
a sister,a dt sister nn,DT NN,1
a size,a dt size nn,DT NN,1
a slack,a dt slack nn,DT NN,1
a slew,a dt slew nn,DT NN,1
a slight,a dt slight nn,DT NN,1
a slightly,a dt slightly rb,DT RB,1
a slip,a dt slip nn,DT NN,1
a slow,a dt slow jj,DT JJ,1
a small,a dt small jj,DT JJ,1
a smoc,a dt smoc nn,DT NN,0
a snug,a dt snug nn,DT NN,1
a soapy,a dt soapy nn,DT NN,1
a socket,a dt socket nn,DT NN,1
a soft,a dt soft jj,DT JJ,1
a software,a dt software nn,DT NN,1
a software update,a dt software nn update nn,DT NN NN,1
a solenoid,a dt solenoid nn,DT NN,1
a solenoids,a dt solenoids nns,DT NNS,1
a solid,a dt solid jj,DT JJ,1
a solution,a dt solution nn,DT NN,1
a sound,a dt sound nn,DT NN,1
a spare,a dt spare nn,DT NN,1
a sparratic,a dt sparratic jj,DT JJ,0
a special,a dt special jj,DT JJ,1
a specialst,a dt specialst nn,DT NN,0
a specific,a dt specific nn,DT NN,1
a speed,a dt speed nn,DT NN,1
a spider,a dt spider nn,DT NN,1
a spin,a dt spin nn,DT NN,1
a spiner,a dt spiner nn,DT NN,0
a spinning,a dt spinning nn,DT NN,1
a spm,a dt spm nn,DT NN,0
a spot,a dt spot nn,DT NN,1
a spread,a dt spread nn,DT NN,1
a spudger,a dt spudger nn,DT NN,0
a stainless,a dt stainless nn,DT NN,1
a stand,a dt stand nn,DT NN,1
a standard,a dt standard nn,DT NN,1
a standby,a dt standby nn,DT NN,1
a starboard,a dt starboard nn,DT NN,1
a start,a dt start nn,DT NN,1
a static,a dt static jj,DT JJ,1
a stationary,a dt stationary jj,DT JJ,1
a stbd,a dt stbd nn,DT NN,0
a steady,a dt steady jj,DT JJ,1
a steel,a dt steel nn,DT NN,1
a steel flat,a dt steel nn flat jj,DT NN JJ,1
a step,a dt step nn,DT NN,1
a step ok,a dt step nn ok nn,DT NN NN,0
a steps,a dt steps nns,DT NNS,1
a steps completed,a dt steps nns completed vbn,DT NNS VBN,1
a stethoscope,a dt stethoscope nn,DT NN,1
a sticker,a dt sticker nn,DT NN,1
a stile,a dt stile nn,DT NN,1
a stock,a dt stock nn,DT NN,1
a stop,a dt stop nn,DT NN,1
a stopping,a dt stopping nn,DT NN,1
a storage,a dt storage nn,DT NN,1
a storm,a dt storm nn,DT NN,1
a straight,a dt straight jj,DT JJ,1
a strait,a dt strait nn,DT NN,1
a strange,a dt strange nn,DT NN,1
a striaght,a dt striaght nn,DT NN,0
a stripped,a dt stripped nn,DT NN,1
a stroke,a dt stroke nn,DT NN,1
a stuck,a dt stuck nn,DT NN,1
a sub,a dt sub nn,DT NN,1
a successful,a dt successful jj,DT JJ,1
a sufficient,a dt sufficient nn,DT NN,1
a suitable,a dt suitable jj,DT JJ,1
a supply,a dt supply nn,DT NN,1
a supply hose,a dt supply nn hose nn,DT NN NN,1
a survey,a dt survey nn,DT NN,1
a switch,a dt switch nn,DT NN,1
a switchboard,a dt switchboard nn,DT NN,1
a swivel,a dt swivel nn,DT NN,1
a swivel other,a dt swivel nn other jj,DT NN JJ,1
a swtichboard,a dt swtichboard nn,DT NN,0
a system,a dt system nn,DT NN,1
a t,a dt t nn,DT NN,1
a ta,a dt ta nn,DT NN,1
a tag,a dt tag nn,DT NN,1
a tail,a dt tail nn,DT NN,1
a tank,a dt tank nn,DT NN,1
a tap,a dt tap nn,DT NN,1
a tape,a dt tape nn,DT NN,1
a taper,a dt taper nn,DT NN,1
a task,a dt task nn,DT NN,1
a tbt,a dt tbt nn,DT NN,0
a tc,a dt tc nn,DT NN,0
a tdx,a dt tdx nn,DT NN,0
a technical,a dt technical jj,DT JJ,1
a temp,a dt temp nn,DT NN,1
a temperature,a dt temperature nn,DT NN,1
a template,a dt template nn,DT NN,1
a temporary,a dt temporary jj,DT JJ,1
a tendency,a dt tendency nn,DT NN,1
a terminal,a dt terminal nn,DT NN,1
a test,a dt test nn,DT NN,1
a thermal,a dt thermal nn,DT NN,1
a thin,a dt thin jj,DT JJ,1
a third,a dt third jj,DT JJ,1
a thorough,a dt thorough nn,DT NN,1
a thread,a dt thread nn,DT NN,1
a threaded,a dt threaded jj,DT JJ,1
a through drops inspection,a dt through in_pos drops nns inspection nn,DT IN NNS NN,1
a thru,a dt thru nn,DT NN,1
a thru complete,a dt thru nn complete jj,DT NN JJ,1
a ticket,a dt ticket nn,DT NN,1
a tight,a dt tight nn,DT NN,1
a time,a dt time nn,DT NN,1
a timer,a dt timer nn,DT NN,1
a titan,a dt titan nn,DT NN,1
a tofs,a dt tofs nn,DT NN,0
a toggle,a dt toggle nn,DT NN,1
a ton,a dt ton nn,DT NN,1
a tool,a dt tool nn,DT NN,1
a top,a dt top jj,DT JJ,1
a topdrive,a dt topdrive jj,DT JJ,0
a torch,a dt torch nn,DT NN,1
a torque,a dt torque nn,DT NN,1
a total,a dt total nn,DT NN,1
a tote,a dt tote nn,DT NN,1
a tracker,a dt tracker nn,DT NN,1
a tracking,a dt tracking nn,DT NN,1
a transducer,a dt transducer nn,DT NN,1
a transmitter,a dt transmitter nn,DT NN,1
a traverse,a dt traverse nn,DT NN,1
a traversing,a dt traversing nn,DT NN,1
a treated,a dt treated jj,DT JJ,1
a trend,a dt trend nn,DT NN,1
a trip,a dt trip nn,DT NN,1
a tripped,a dt tripped nn,DT NN,1
a trma,a dt trma nn,DT NN,0
a trolley,a dt trolley nn,DT NN,1
a trouble,a dt trouble nn,DT NN,1
a troubleshoot,a dt troubleshoot nn,DT NN,1
a troublesooting,a dt troublesooting nn,DT NN,0
a true,a dt true jj,DT JJ,1
a try,a dt try nn,DT NN,1
a ttime,a dt ttime nn,DT NN,0
a tube,a dt tube nn,DT NN,1
a tubular,a dt tubular nn,DT NN,1
a tugger,a dt tugger nn,DT NN,0
a turn,a dt turn nn,DT NN,1
a turn loose,a dt turn nn loose jj,DT NN JJ,1
a turndown,a dt turndown nn,DT NN,1
a turntable,a dt turntable jj,DT JJ,1
a tw,a dt tw nn,DT NN,0
a twist,a dt twist nn,DT NN,1
a u,a dt u nn,DT NN,1
a unable,a dt unable jj,DT JJ,1
a uncontrolled,a dt uncontrolled jj,DT JJ,1
a unit,a dt unit nn,DT NN,1
a unti,a dt unti jj,DT JJ,0
a upper,a dt upper jj,DT JJ,1
a ups,a dt ups nn,DT NN,1
a used,a dt used jj,DT JJ,1
a user,a dt user nn,DT NN,1
a ut,a dt ut nn,DT NN,1
a uwin,a dt uwin nn,DT NN,0
a v,a dt v nn,DT NN,1
a vacuum,a dt vacuum nn,DT NN,1
a valid,a dt valid jj,DT JJ,1
a value,a dt value nn,DT NN,1
a valve,a dt valve nn,DT NN,1
a variation,a dt variation nn,DT NN,1
a vast,a dt vast jj,DT JJ,1
a vdc,a dt vdc nn,DT NN,0
a verified,a dt verified jj,DT JJ,1
a vernier,a dt vernier nn,DT NN,1
a vertical,a dt vertical jj,DT JJ,1
a very,a dt very rb,DT RB,1
a viable,a dt viable jj,DT JJ,1
a vibration,a dt vibration nn,DT NN,1
a vibriation,a dt vibriation nn,DT NN,0
a vice,a dt vice nn,DT NN,1
a view,a dt view nn,DT NN,1
a viscosity,a dt viscosity nn,DT NN,1
a visual,a dt visual jj,DT JJ,1
a visuall,a dt visuall nn,DT NN,0
a visually,a dt visually rb,DT RB,1
a vms,a dt vms nn,DT NN,0
a volt,a dt volt nn,DT NN,1
a vortex,a dt vortex nn,DT NN,1
a vout,a dt vout nn,DT NN,0
a w hydratong,a dt w nn hydratong nn,DT NN NN,0
a walk,a dt walk nn,DT NN,1
a warning,a dt warning nn,DT NN,1
a warranty,a dt warranty nn,DT NN,1
a wartsila,a dt wartsila nn,DT NN,0
a wash,a dt wash nn,DT NN,1
a washout,a dt washout nn,DT NN,1
a waste,a dt waste nn,DT NN,1
a wasted,a dt wasted jj,DT JJ,1
a watch,a dt watch nn,DT NN,1
a watcher,a dt watcher nn,DT NN,1
a water,a dt water nn,DT NN,1
a wave,a dt wave nn,DT NN,1
a way,a dt way nn,DT NN,1
a way such,a dt way nn such jj,DT NN JJ,1
a wc,a dt wc nn,DT NN,0
a weak,a dt weak jj,DT JJ,1
a wear,a dt wear nn,DT NN,1
a web,a dt web nn,DT NN,1
a wedge,a dt wedge nn,DT NN,1
a week,a dt week nn,DT NN,1
a week lead,a dt week nn lead nn,DT NN NN,1
a weekly,a dt weekly jj,DT JJ,1
a weep,a dt weep nn,DT NN,1
a welding,a dt welding nn,DT NN,1
a well,a dt well nn,DT NN,1
a while,a dt while nn,DT NN,1
a while due,a dt while nn due jj,DT NN JJ,1
a whole,a dt whole nn,DT NN,1
a wiire,a dt wiire nn,DT NN,0
a wika,a dt wika nn,DT NN,0
a will,a dt will md,DT MD,1
a win,a dt win nn,DT NN,1
a window,a dt window nn,DT NN,1
a windows,a dt windows nns,DT NNS,1
a wire,a dt wire nn,DT NN,1
a wireless,a dt wireless nn,DT NN,1
a with valid test,a dt with in_pos valid jj test nn,DT IN JJ NN,1
a wobble,a dt wobble jj,DT JJ,1
a wom,a dt wom nn,DT NN,0
a work,a dt work nn,DT NN,1
a work complete,a dt work nn complete jj,DT NN JJ,1
a workable,a dt workable jj,DT JJ,1
a working,a dt working nn,DT NN,1
a workscope,a dt workscope nn,DT NN,0
a worn,a dt worn nn,DT NN,1
a write,a dt write nn,DT NN,1
a wrong,a dt wrong jj,DT JJ,1
a x,a dt x nn,DT NN,1
a xv,a dt xv nn,DT NN,1
a year,a dt year nn,DT NN,1
a year old,a dt year nn old jj,DT NN JJ,1
a yearly,a dt yearly jj,DT JJ,1
a years,a dt years nns,DT NNS,1
a yoyo,a dt yoyo nn,DT NN,0
a zone,a dt zone nn,DT NN,1
aa,aa nn,NN,1
aa motion,aa nn motion nn,NN NN,1
aall,aall nn,NN,0
aand,aand nn,NN,0
aarein,aarein nn,NN,0
aarm,aarm nn,NN,0
aaron,aaron nn,NN,0
ab,ab nn,NN,1
