DocNO,id,SENTIMENT,SENTENCES
2.59E+17,18751577,negative,"@yvettenbrown Damn, I just got Cougar Town cupcakes and was going to bring them tomorrow to share. I *shouldn't* eat all 12 alone..."
2.52E+17,285343906,neutral,#ladsontour mon the boys !!!!!!!!!!!!!!!!!!!!! theres only 1 thing missin #BANJOOOOOOOOOOOOOOOOOO how NOOOOOOOOO
2.64E+17,277852448,negative,Kobe in the 4th is like Eli Manning. #Beware
2.60E+17,23725447,negative,"If one more commentator references how ""smart"" the Dook players are, I may just turn this mess off. #overratededucation #dook"
2.64E+17,17918823,neutral,"Played Dishonored (360), Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours. http://t.co/sJGYXZsG"
2.50E+17,336182456,negative,"Scariest man alive. Kendrick Perkins is close 2nd ""@jemelehill Ray Lewis is probably the only human being ever not born with an indoor voice"
2.54E+17,14198175,positive,"@popshifter @YouTube Just whip it baby, whip it all night (welcome to Soul Train fandom; may you never leave)"
2.64E+17,366888586,neutral,Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @MikeHillESPN @mortreport @Edwerderespn @PTI
2.64E+17,248771260,positive,@No1LikeMe_NAC lol I'll be able to do it Saturday.. Or Friday night after the Greek show
2.64E+17,574228833,positive,"@SWIRV_nation Hellyeaa ahaha, One of the 1st streets on Niggas !"
2.59E+17,151152680,positive,hahahaha spanish people and Nadal's box all smiling after the break in the 5th set HAHAHAHAHAHA #rewatchingAOfinal
2.60E+17,28208952,negative,Sundays in the Sag is like a Friday in Idaho.....boring as fuck!
2.64E+17,487277064,positive,"@rinithyme He'll be the Eli Manning of the NBA,they r both 2 of the best 4th quarter players in their sports #Closer #KillerInstinct #Splapa"
2.63E+17,434476354,positive,If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl #steelers
2.63E+17,861687991,neutral,"Harry Redknapp is being heavily linked with the position as Blackburn manager today. However, QPR may have begun courting him already..."
2.63E+17,617180363,positive,yo I'm excited for Royal Rumble might book that Monday off work so I can watch it
2.33E+17,43351694,positive,Procrastinating. I need to get ready for the 6th district Chicago Police Rally Against Violence. Chi-town cheer will be performing. King dr.
2.52E+17,88483087,negative,"Will you have lunch with me tomorrow night?-random hoe that's hitting on Castle ""NOOOOOOOOO""-Beckett"
2.47E+17,71960817,positive,@nickjonas Happy 20TH Birthday Nick J! Hope it's one of the best! You've accomplished so much already... And so much more to come. LOVE YOU!
2.45E+17,354242541,positive,"#factsaboutme When I was born. On that day , it was the 2nd day of Chinese New Year. Immediately , i gotten lots of redpacket :D"
2.60E+17,230863863,negative,Work almost over with then these negros won't see my face till Monday night!
2.62E+17,31475321,positive,I'll be doing the Senior Bowl fun run with my niece next Saturday
2.56E+17,251827150,neutral,If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
2.64E+17,275088542,positive,I hope I can get a ticket to the #1D concert in Belgium!!!You can't order them till Saturday!Pfff...:s
2.64E+17,292839266,negative,3rd and goal at the 1 and Rivers throws a int. terrible pass by Rivers . Bad decisions cost u games. Geez half time Sd 10-3
2.41E+17,91965564,positive,"Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://t.co/LG2oLqrs"
2.62E+17,598554482,neutral,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
2.64E+17,35182772,negative,@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to be a boring Thursday.
2.64E+17,447445258,negative,"@staceyx8x lmao, from a garage in Boro. My mate went in for drink on Sunday night but they wouldn't serve him because it was too late, so"
2.50E+17,38519489,positive,"Ground hog day is such a good film, Sunday is for food and films #sunday"
2.64E+17,37302488,positive,"If Seattle and Portland were knit together and covered by the California sun, you'd have San Fran. Kinda love it."
2.64E+17,523445120,negative,Niggas was really fighting at the gas station  Sat night tho
2.63E+17,526856921,negative,Hmmm... it occurs to me that I haven't received a residual check in nearly a year now. I think I should email SAG tomorrow.
2.63E+17,29262313,positive,"Apple's increasing ""skeumorphism"" - the wood and leather effects - Tim Cook canned Scott Forstall http://t.co/6Hs47TwZ no more dodgy effects"
2.61E+17,634861083,neutral,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://t.co/1UmT7aPM
2.61E+17,476857926,negative,@RaggyRach next Wednesday going to the Disney one. No chance Avril will go to the universal night #wimp
2.63E+17,811805167,neutral,@Corrreen Bullet for My Valentine next year?  Do you still want to go see them? Presale starts tomorrow morning!
2.64E+17,18751073,positive,"@AllieJayHey I hope all your loved ones back in Maryland are okay! I didn't see you, Wednesday. :)"
2.64E+17,428514641,positive,Yay Bruno Mars is coming out with a new album on December 11th.(; I MUST HAVE IT!!
2.12E+17,265238549,positive,"I'm Like.. Why the fuck ""Happy Valentines Day"" is trending on the 12th of June? but anyways, I just knew that it is celebrated in Brasil. Xx"
2.64E+17,221056106,neutral,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
2.59E+17,339989532,positive,Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250 #winning
2.61E+17,34163754,negative,Being addicted to temple Run may be the worst thing that's happened to me haha.
2.64E+17,115766642,negative,"@justinbieber is gonna be in Louisville, Kentucky tomorrow &amp; I can't go to the show. I guess I'll just sit and listen to his music &amp; pretend"
2.34E+17,71817244,neutral,"#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup."
2.60E+17,574911622,positive,"@Bryn2renner forget about Dook now we own that series anyways!  let's ""Beat State"" this saturday as we continue on to a succesful season."
2.50E+17,318958263,negative,@TheAmazingSalah You're saying perseverance in all instances. That doesn't mean #OccupyAUC is equivalent to 25 Jan revolution. see the diff?
2.64E+17,814319108,positive,"Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam, at least we got @ChaseRiceMusic playing in the Chevy! &lt;3"
2.64E+17,51123012,positive,Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin &amp; Amigo. Best Eagles tribute band around. #illegaleagles
2.13E+17,81697128,positive,@christoferdrew Happy Valentine's day my love.. November is coming &lt;3
2.64E+17,19921353,positive,"Pakistan approves liberalised visa accord with India - Islamabad, Nov 1 (IANS) Pakistan has approved a liberalised v... http://t.co/EdcJEZaO"
2.56E+17,241049629,negative,Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ)
2.64E+17,20868413,neutral,"Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING!  Ready, Set &amp; Vote! #JustDoIt!"
2.45E+17,533185090,neutral,"Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,"
2.62E+17,374229815,negative,"FUCK Halloween. Fuck thanksgiving. Fuck my birthday. Fuck Christmas, the New Year, Valentines, St. Patrick's, April fools. Fuck all of that."
2.61E+17,26349233,positive,Going to the GRAMMYS First entertainment law breakfast here in NYC tomorrow! I'm so excited. One step closer...
2.64E+17,20701758,positive,"@Zararugosa Good morning Becky. Hope all's well, may you all have a good day"
2.64E+17,47460879,neutral,"I may have done a dumb thing, but it's out there now. My new, long term goal: The Challenge  http://t.co/VcxvMcOy"
2.62E+17,21955271,negative,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.
2.59E+17,51063172,neutral,Chicago: Go see @TiffanyJ_Curtis:  #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th &amp; King Dr.
2.64E+17,315555817,positive,@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!
2.64E+17,19987409,neutral,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs"
2.64E+17,164134582,negative,The fact that I have no plans tomorrow night &amp; it's my last night in FL for a min &lt;&lt;&lt;&lt;&lt;&lt;
2.46E+17,580264175,positive,Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://t.co/ToqV0jJC
2.60E+17,99966995,neutral,Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
2.63E+17,34725927,positive,@NoHeroesHere Glad you do. I think he may even be the next Spurs player to leave for a really big club. Before Bale possibly.
2.64E+17,521025993,neutral,@clownpeople Yeah your game against The Ravens was a Thursday night game. Im sure you will pull for The Giants these next 2 games
2.64E+17,141832160,positive,Just landed in Las Vegas!!! So excited to start canvassing for Obama tomorrow with @schuy_g and @Kimbemo! :) #GetOutTheVote
2.63E+17,98050374,neutral,"@echelleprakash 1st its like Imma play Headlock, and then Safe and Sound, and now you gonna play All Star. hmmmm"
2.64E+17,385766013,positive,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun.  I like my Father.
2.64E+17,403512199,negative,Don't be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://t.co/VYsdhBFF
2.64E+17,452667901,negative,Rugby tonight and it's like freezing omg I may die
2.56E+17,131767662,neutral,No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th
2.64E+17,611533678,positive,"Asia stocks mostly up on US, China data: Asian stock markets advanced Friday as a batch of upbeat economic data from the U.S. and Chi..."
2.64E+17,608467920,positive,"Breaking Dawn is coming out on the 16th , yayyy"
2.57E+17,48053746,positive,Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival! Amazing experience!
2.62E+17,144301368,negative,Disappointing to see the UK Govt issueing reassuring messages to Tehran http://t.co/FEePWqPh Maybe they were influenced by @Nigel_Farage :)
2.59E+17,36071917,neutral,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://t.co/gwxw8wCH
2.60E+17,426828963,positive,@Roanmair You beat them 5-1 in the San Siro but Terry Henrys 3rd goal is world class. #NeverMindPires!
2.64E+17,111004560,negative,"Niggas is goin die on December 26th when them foams come out .. lol rs .. niggas goin rob you &amp; be like ""da shoes or ya life nigga"" lol"
2.64E+17,21712997,negative,just bought my 1st Heineken beer in Las Vegas.  ps I've lived here for 5 yrs ~what took me so long! http://t.co/WxVoBdek
2.61E+17,161903472,neutral,"20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit... http://t.co/h1ZCINcf"
2.64E+17,613538581,positive,"@thementalistcbs Can't wait for the new series, starts on Sunday over here in Britain, #redjohn"
2.64E+17,15099910,positive,"Published a new blog entry November 18 - ""Otherwise Known as Sheila the Great"" in Art in the County. http://t.co/zkZFOhfm"
2.17E+17,603625724,positive,Dr. Mohamed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution. Congratulations
2.63E+17,789477764,positive,Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!
2.56E+17,315400337,positive,Billy Cundiff may be leaving Washington.  Hopefully he won't miss the door on the way out.
2.30E+17,162492172,positive,"I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs"
2.62E+17,459999593,positive,@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS. I want him on Valentines as well!!!
2.64E+17,486162804,positive,Uh football boys... win tomorrow so we can run it in Becky's face that she wasn't there.
2.64E+17,342369266,neutral,http://t.co/6PIGwai1 I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7
2.56E+17,177039813,negative,News Release 09 October 2012  Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://t.co/TLekrZox
2.57E+17,179199663,neutral,Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.
