phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
no visable,no dt visable jj,1,<DT><JJ>
no visible,no dt visible jj,1,<DT><JJ>
no visual,no dt visual jj,1,<DT><JJ>
no water,no dt water nn,1,<DT><NN>
no were,no dt were vbd,1,<DT><VBD>
no window,no dt window nn,1,<DT><NN>
noise,noise nn,1,<NN>
noise documented,noise rb documented vbn,1,<RB><VBN>
noise found,noise nn found vbd,1,<NN><VBD>
noise noted,noise rb noted vbn,1,<RB><VBN>
noise observed,noise nn observed vbd,1,<NN><VBD>
noises,noises nns,1,<NNS>
noisesno,noisesno nn,1,<NN>
noisesok,noisesok nn,1,<NN>
nominal,nominal jj,1,<JJ>
non,non nn,1,<NN>
non issued,non nn issued vbd,1,<NN><VBD>
nonclosed,nonclosed vbn,1,<VBN>
nondrive,nondrive jj,1,<JJ>
none,none nn,1,<NN>
normal,normal jj,1,<JJ>
not able,not rb able jj,1,<RB><JJ>
not abnormal,not rb abnormal jj,1,<RB><JJ>
not accessible,not rb accessible jj,1,<RB><JJ>
not achieved,not rb achieved vbn,1,<RB><VBN>
not applicable,not rb applicable jj,1,<RB><JJ>
not available,not rb available jj,1,<RB><JJ>
not been,not rb been vbn,1,<RB><VBN>
not calibrated,not rb calibrated vbn,1,<RB><VBN>
not come,not rb come vb,1,<RB><VB>
not complete,not rb complete jj,1,<RB><JJ>
not completed,not rb completed vbn,1,<RB><VBN>
not conducted,not rb conducted vbn,1,<RB><VBN>
not corroded,not rb corroded vbn,1,<RB><VBN>
not damaged,not rb damaged vbn,1,<RB><VBN>
not degraded,not rb degraded vbn,1,<RB><VBN>
not done,not rb done vbn,1,<RB><VBN>
not due,not rb due jj,1,<RB><JJ>
not equiped,not rb equiped vbn,1,<RB><VBN>
not equipped,not rb equipped vbn,1,<RB><VBN>
not fitted,not rb fitted vbn,1,<RB><VBN>
not found,not rb found vbn,1,<RB><VBN>
not gresed,not rb gresed vbn,1,<RB><VBN>
not had,not rb had vbd,1,<RB><VBD>
not in good shape,not rb in in_pos good jj shape nn,1,<RB><IN><JJ><NN>
not in hazardous area,not rb in in_pos hazardous jj area nn,1,<RB><IN><JJ><NN>
not in operation,not rb in in_pos operation nn,1,<RB><IN><NN>
not in place,not rb in in_pos place nn,1,<RB><IN><NN>
not in use,not rb in in_pos use nn,1,<RB><IN><NN>
not inspected,not rb inspected vbn,1,<RB><VBN>
not installed,not rb installed vbn,1,<RB><VBN>
not lift,not rb lift vb,1,<RB><VB>
not listed,not rb listed vbn,1,<RB><VBN>
not located,not rb located vbn,1,<RB><VBN>
not necessary,not rb necessary jj,1,<RB><JJ>
not needed,not rb needed vbn,1,<RB><VBN>
not noticed,not rb noticed vbn,1,<RB><VBN>
not observed,not rb observed vbn,1,<RB><VBN>
not other,not rb other jj,1,<RB><JJ>
not performed,not rb performed vbn,1,<RB><VBN>
not possible,not rb possible jj,1,<RB><JJ>
not ran,not rb ran vb,1,<RB><VB>
not reached,not rb reached vbn,1,<RB><VBN>
not removed,not rb removed vbn,1,<RB><VBN>
not required,not rb required vbn,1,<RB><VBN>
not soft,not rb soft jj,1,<RB><JJ>
not started,not rb started vbn,1,<RB><VBN>
not suitable,not rb suitable jj,1,<RB><JJ>
not sure,not rb sure jj,1,<RB><JJ>
not taken,not rb taken vbn,1,<RB><VBN>
not tripped,not rb tripped vbn,1,<RB><VBN>
not used,not rb used vbn,1,<RB><VBN>
not wired,not rb wired vbn,1,<RB><VBN>
note,note nn,1,<NN>
noted,noted vbn,1,<VBN>
notedbearing,notedbearing vbg,1,<VBG>
notedor,notedor nn,1,<NN>
notes,notes nns,1,<NNS>
notethe,notethe nn,1,<NN>
notethis,notethis nn,1,<NN>
nothing,nothing nn,1,<NN>
noticed,noticed vbn,1,<VBN>
notices,notices nns,1,<NNS>
nov,nov nn,1,<NN>
november,november nn,1,<NN>
now been,now rb been vbn,1,<RB><VBN>
now complete,now rb complete jj,1,<RB><JJ>
now in use,now rb in in_pos use nn,1,<RB><IN><NN>
now performed,now rb performed vbn,1,<RB><VBN>
nromal,nromal jj,1,<JJ>
nspected,nspected vbn,1,<VBN>
number,number nn,1,<NN>
numberthis,numberthis nn,1,<NN>
nuts,nuts nns,1,<NNS>
o,o nn,1,<NN>
observed,observed vbn,1,<VBN>
oem,oem nn,1,<NN>
oer,oer nn,1,<NN>
oerdid,oerdid nn,1,<NN>
of abnormal vibration,of in_pos abnormal jj vibration nn,1,<IN><JJ><NN>
of ac,of in_pos ac nn,1,<IN><NN>
of ac motor,of in_pos ac nns motor nn,1,<IN><NNS><NN>
of air,of in_pos air nn,1,<IN><NN>
of analysis,of in_pos analysis nn,1,<IN><NN>
of b,of in_pos b nn,1,<IN><NN>
of bar,of in_pos bar nn,1,<IN><NN>
of blower,of in_pos blower nn,1,<IN><NN>
of build,of in_pos build nn,1,<IN><NN>
of c,of in_pos c nns,1,<IN><NNS>
of closed loop,of in_pos closed jj loop nn,1,<IN><JJ><NN>
of concern,of in_pos concern nn,1,<IN><NN>
of corrosion,of in_pos corrosion nn,1,<IN><NN>
of cyprina,of in_pos cyprina nn,1,<IN><NN>
of damage,of in_pos damage nn,1,<IN><NN>
of debris,of in_pos debris nn,1,<IN><NN>
of defective motor,of in_pos defective jj motor nn,1,<IN><JJ><NN>
of demister,of in_pos demister nn,1,<IN><NN>
of differential pressure,of in_pos differential jj pressure nn,1,<IN><JJ><NN>
of dirt,of in_pos dirt nn,1,<IN><NN>
of discoloration,of in_pos discoloration nn,1,<IN><NN>
of distress,of in_pos distress nn,1,<IN><NN>
of drive,of in_pos drive nn,1,<IN><NN>
of drive cabinet,of in_pos drive jj cabinet nn,1,<IN><JJ><NN>
of drive motor,of in_pos drive nn motor nn,1,<IN><NN><NN>
of dust,of in_pos dust nn,1,<IN><NN>
of earth,of in_pos earth nn,1,<IN><NN>
of equipment,of in_pos equipment nn,1,<IN><NN>
of ex,of in_pos ex nn,1,<IN><NN>
of excessive heat,of in_pos excessive jj heat nn,1,<IN><JJ><NN>
of excessive noise,of in_pos excessive jj noise nn,1,<IN><JJ><NN>
of exterior,of in_pos exterior jj,1,<IN><JJ>
of floor,of in_pos floor nn,1,<IN><NN>
of grease,of in_pos grease nn,1,<IN><NN>
of hardware,of in_pos hardware nn,1,<IN><NN>
of heat,of in_pos heat nn,1,<IN><NN>
of improper lubrication,of in_pos improper jj lubrication nn,1,<IN><JJ><NN>
of infrared temperature,of in_pos infrared jj temperature nn,1,<IN><JJ><NN>
of inpsection,of in_pos inpsection nn,1,<IN><NN>
of inspection,of in_pos inspection nn,1,<IN><NN>
of jbox,of in_pos jbox nn,1,<IN><NN>
of job,of in_pos job nn,1,<IN><NN>
of junction,of in_pos junction nn,1,<IN><NN>
of leakage,of in_pos leakage nn,1,<IN><NN>
of local control,of in_pos local jj control nn,1,<IN><JJ><NN>
of local motor,of in_pos local jj motor nn,1,<IN><JJ><NN>
of loosening,of in_pos loosening vbg,1,<IN><VBG>
of low i,of in_pos low jj i nn,1,<IN><JJ><NN>
of lubrication,of in_pos lubrication nn,1,<IN><NN>
of mechanical damage,of in_pos mechanical jj damage nn,1,<IN><JJ><NN>
of mechanical engineering,of in_pos mechanical jj engineering nn,1,<IN><JJ><NN>
of misalignment,of in_pos misalignment nn,1,<IN><NN>
of motor,of in_pos motor nn,1,<IN><NN>
of motora,of in_pos motora nns,1,<IN><NNS>
of mpa,of in_pos mpa nn,1,<IN><NN>
of mud,of in_pos mud nn,1,<IN><NN>
of mud pump,of in_pos mud nn pump nn,1,<IN><NN><NN>
of note,of in_pos note nn,1,<IN><NN>
of nov engineer,of in_pos nov nns engineer vbp,1,<IN><NNS><VBP>
of nowthe rla,of in_pos nowthe jj rla nn,1,<IN><JJ><NN>
of o ohms,of in_pos o jj ohms nn,1,<IN><JJ><NN>
of oil,of in_pos oil nn,1,<IN><NN>
of old motor,of in_pos old jj motor nn,1,<IN><JJ><NN>
of pa,of in_pos pa nn,1,<IN><NN>
of plate,of in_pos plate nn,1,<IN><NN>
of pm,of in_pos pm nn,1,<IN><NN>
of pms,of in_pos pms nn,1,<IN><NN>
of primer,of in_pos primer nn,1,<IN><NN>
of proposal,of in_pos proposal nn,1,<IN><NN>
of psi bar,of in_pos psi jj bar nn,1,<IN><JJ><NN>
of pumpwhen,of in_pos pumpwhen nn,1,<IN><NN>
of remote motor,of in_pos remote jj motor nn,1,<IN><JJ><NN>
of remote start,of in_pos remote jj start nn,1,<IN><JJ><NN>
of rig,of in_pos rig nn,1,<IN><NN>
of rust,of in_pos rust nn,1,<IN><NN>
of rust dirt,of in_pos rust nn dirt nn,1,<IN><NN><NN>
of space,of in_pos space nn,1,<IN><NN>
of start,of in_pos start nn,1,<IN><NN>
of sufficient air,of in_pos sufficient jj air nn,1,<IN><JJ><NN>
of test,of in_pos test nn,1,<IN><NN>
of time,of in_pos time nn,1,<IN><NN>
of usage,of in_pos usage nn,1,<IN><NN>
of use,of in_pos use nn,1,<IN><NN>
of vibration,of in_pos vibration nn,1,<IN><NN>
of water,of in_pos water nn,1,<IN><NN>
off maintained,off rb maintained vbd,1,<RB><VBD>
off motor,off in_pos motor nn,1,<IN><NN>
offered,offered vbn,1,<VBN>
offline,offline nn,1,<NN>
ofrattlig,ofrattlig nn,1,<NN>
ohm,ohm nn,1,<NN>
ohms,ohms nn,1,<NN>
ohms made,ohms nns made vbd,1,<NNS><VBD>
ohms min,ohms nns min nn,1,<NNS><NN>
ohms pi,ohms nn pi nn,1,<NN><NN>
oil,oil nn,1,<NN>
ok,ok nn,1,<NN>
ok inspected,ok rb inspected vbn,1,<RB><VBN>
ok performed,ok nn performed vbd,1,<NN><VBD>
ok recorded,ok nn recorded vbd,1,<NN><VBD>
ok thread damage,ok jj thread nn damage nn,1,<JJ><NN><NN>
okay,okay nn,1,<NN>
old,old jj,1,<JJ>
on ac,on in_pos ac nn,1,<IN><NN>
on ac motor,on in_pos ac nns motor nn,1,<IN><NNS><NN>
on after switch,on in_pos after in_pos switch nn,1,<IN><IN><NN>
on b,on in_pos b nn,1,<IN><NN>
on barrier,on in_pos barrier nn,1,<IN><NN>
on belt,on in_pos belt nn,1,<IN><NN>
on blower,on in_pos blower nn,1,<IN><NN>
on board,on in_pos board nn,1,<IN><NN>
on bus,on in_pos bus nn,1,<IN><NN>
on buss,on in_pos buss nn,1,<IN><NN>
on cabinet,on in_pos cabinet nn,1,<IN><NN>
on cable,on in_pos cable nn,1,<IN><NN>
on cement,on in_pos cement nn,1,<IN><NN>
on checked mud,on in_pos checked vbn mud nn,1,<IN><VBN><NN>
on closed loop,on in_pos closed jj loop nn,1,<IN><JJ><NN>
on completion,on in_pos completion nn,1,<IN><NN>
on contact,on in_pos contact nn,1,<IN><NN>
on contactor,on in_pos contactor nn,1,<IN><NN>
on cover,on in_pos cover nn,1,<IN><NN>
on cubicle,on in_pos cubicle nn,1,<IN><NN>
on current condition,on in_pos current jj condition nn,1,<IN><JJ><NN>
on day,on in_pos day nn,1,<IN><NN>
on dc,on in_pos dc nn,1,<IN><NN>
on de,on in_pos de nns,1,<IN><NNS>
on demister,on in_pos demister nn,1,<IN><NN>
on document,on in_pos document nn,1,<IN><NN>
on drive,on in_pos drive nn,1,<IN><NN>
on duct,on in_pos duct nn,1,<IN><NN>
on earth,on in_pos earth nn,1,<IN><NN>
on encoder,on in_pos encoder nn,1,<IN><NN>
on equipment,on in_pos equipment nn,1,<IN><NN>
on exterior,on in_pos exterior jj,1,<IN><JJ>
on exterior motor,on in_pos exterior jj motor nn,1,<IN><JJ><NN>
on fall,on in_pos fall nn,1,<IN><NN>
on feb cleaning,on in_pos feb nns cleaning vbg,1,<IN><NNS><VBG>
on floor,on in_pos floor nn,1,<IN><NN>
on from dayshift,on in_pos from in_pos dayshift nn,1,<IN><IN><NN>
on front,on in_pos front nn,1,<IN><NN>
on fwd side,on in_pos fwd jj side nn,1,<IN><JJ><NN>
on good condition,on in_pos good jj condition nn,1,<IN><JJ><NN>
on ground,on in_pos ground nn,1,<IN><NN>
on hmi vfdcabinet,on in_pos hmi nns vfdcabinet nn,1,<IN><NNS><NN>
on impleller,on in_pos impleller nn,1,<IN><NN>
on in conjunction,on in_pos in in_pos conjunction nn,1,<IN><IN><NN>
on inlet,on in_pos inlet nn,1,<IN><NN>
on interior,on in_pos interior nn,1,<IN><NN>
on investigation,on in_pos investigation nn,1,<IN><NN>
on issue,on in_pos issue nn,1,<IN><NN>
on j,on in_pos j nn,1,<IN><NN>
on jan,on in_pos jan nn,1,<IN><NN>
on jbs,on in_pos jbs nn,1,<IN><NN>
on job,on in_pos job nn,1,<IN><NN>
on july,on in_pos july nn,1,<IN><NN>
on junction,on in_pos junction nn,1,<IN><NN>
on june,on in_pos june nn,1,<IN><NN>
on leak,on in_pos leak nn,1,<IN><NN>
on main ac,on in_pos main jj ac nn,1,<IN><JJ><NN>
on main contactor,on in_pos main jj contactor nn,1,<IN><JJ><NN>
on main power,on in_pos main jj power nn,1,<IN><JJ><NN>
on march,on in_pos march nn,1,<IN><NN>
on mcc,on in_pos mcc nn,1,<IN><NN>
on mcc step,on in_pos mcc jj step nn,1,<IN><JJ><NN>
on mcc test,on in_pos mcc jj test nn,1,<IN><JJ><NN>
on motor,on in_pos motor nn,1,<IN><NN>
on mp,on in_pos mp nn,1,<IN><NN>
on mp drive,on in_pos mp nns drive vbp,1,<IN><NNS><VBP>
on mpa,on in_pos mpa nn,1,<IN><NN>
on mpb,on in_pos mpb nn,1,<IN><NN>
on mud,on in_pos mud nn,1,<IN><NN>
on mud pump,on in_pos mud nn pump nn,1,<IN><NN><NN>
on mudpump,on in_pos mudpump nn,1,<IN><NN>
on nde,on in_pos nde nns,1,<IN><NNS>
on nonclosed loop,on in_pos nonclosed jj loop nn,1,<IN><JJ><NN>
on normal mode,on in_pos normal jj mode nn,1,<IN><JJ><NN>
on nov cleaning,on in_pos nov nns cleaning vbg,1,<IN><NNS><VBG>
on off control,on in_pos off rp control nn,1,<IN><RP><NN>
on order,on in_pos order nn,1,<IN><NN>
on place,on in_pos place nn,1,<IN><NN>
on pm,on in_pos pm nn,1,<IN><NN>
on pump,on in_pos pump nn,1,<IN><NN>
on rd,on in_pos rd nn,1,<IN><NN>
on remote,on in_pos remote nn,1,<IN><NN>
on shift,on in_pos shift nn,1,<IN><NN>
on space,on in_pos space nn,1,<IN><NN>
on start,on in_pos start nn,1,<IN><NN>
on starter,on in_pos starter nn,1,<IN><NN>
on stop start,on in_pos stop jj start nn,1,<IN><JJ><NN>
on top,on in_pos top nn,1,<IN><NN>
on toughbook,on in_pos toughbook nn,1,<IN><NN>
on urgent order,on in_pos urgent jj order nn,1,<IN><JJ><NN>
on vibration,on in_pos vibration nn,1,<IN><NN>
on without problem,on in_pos without in_pos problem nn,1,<IN><IN><NN>
onboard,onboard nn,1,<NN>
one,one cd,1,<CD>
ones,ones nns,1,<NNS>
onethen,onethen nn,1,<NN>
ongoing,ongoing vbg,1,<VBG>
online,online nn,1,<NN>
only due,only rb due jj,1,<RB><JJ>
only if relief plug,only rb if in_pos relief nn plug nn,1,<RB><IN><NN><NN>
only old,only rb old jj,1,<RB><JJ>
only on nonclosed loop,only rb on in_pos nonclosed vbn loop nn,1,<RB><IN><VBN><NN>
only on nonsealed bearing,only rb on in_pos nonsealed jj bearing nn,1,<RB><IN><JJ><NN>
only small,only rb small jj,1,<RB><JJ>
oof,oof nn,1,<NN>
oos,oos nn,1,<NN>
open,open jj,1,<JJ>
opened,opened vbn,1,<VBN>
opening,opening nn,1,<NN>
operated,operated vbn,1,<VBN>
operates in make,operates nns in in_pos make nn,1,<NNS><IN><NN>
operating,operating nn,1,<NN>
operation,operation nn,1,<NN>
operational,operational jj,1,<JJ>
operations,operations nns,1,<NNS>
operaton,operaton nn,1,<NN>
opinion,opinion nn,1,<NN>
opion,opion nn,1,<NN>
oporation,oporation nn,1,<NN>
opportunity,opportunity nn,1,<NN>
oppurtunity,oppurtunity nn,1,<NN>
ops,ops nns,1,<NNS>
optimized,optimized vbn,1,<VBN>
order,order nn,1,<NN>
ordered,ordered vbn,1,<VBN>
ordering,ordering vbg,1,<VBG>
original,original jj,1,<JJ>
originally created,originally rb created vbn,1,<RB><VBN>
os,os nn,1,<NN>
other,other jj,1,<JJ>
others,others nns,1,<NNS>
out b,out in_pos b nn,1,<IN><NN>
out inspection,out in_pos inspection nn,1,<IN><NN>
out multiple time,out in_pos multiple jj time nn,1,<IN><JJ><NN>
out of adjustment,out in_pos of in_pos adjustment nn,1,<IN><IN><NN>
out of belt,out in_pos of in_pos belt nn,1,<IN><IN><NN>
out of service,out in_pos of in_pos service nn,1,<IN><IN><NN>
out p,out in_pos p nn,1,<IN><NN>
out visual inspection,out in_pos visual jj inspection nn,1,<IN><JJ><NN>
outer,outer nn,1,<NN>
outlet,outlet nn,1,<NN>
outside of ductwork,outside in_pos of in_pos ductwork nn,1,<IN><IN><NN>
over hp lubrication,over in_pos hp jj lubrication nn,1,<IN><JJ><NN>
over voltage,over in_pos voltage nn,1,<IN><NN>
overall,overall jj,1,<JJ>
overgreased,overgreased vbn,1,<VBN>
overhaul,overhaul nn,1,<NN>
overhauled,overhauled vbn,1,<VBN>
overhauling,overhauling vbg,1,<VBG>
overheated,overheated vbn,1,<VBN>
overheating,overheating vbg,1,<VBG>
overheatno,overheatno nn,1,<NN>
overlal,overlal nn,1,<NN>
overload,overload nn,1,<NN>
overnde,overnde nn,1,<NN>
overvoltage,overvoltage nn,1,<NN>
owirs,owirs nns,1,<NNS>
own,own jj,1,<JJ>
p,p nn,1,<NN>
pa,pa nn,1,<NN>
pablo,pablo nn,1,<NN>
pack,pack nn,1,<NN>
package,package nn,1,<NN>
packings,packings nns,1,<NNS>
pages,pages nns,1,<NNS>
paint,paint nn,1,<NN>
painted,painted vbn,1,<VBN>
palte,palte nn,1,<NN>
pan,pan nn,1,<NN>
panel,panel nn,1,<NN>
paper,paper nn,1,<NN>
parameter,parameter nn,1,<NN>
parameters,parameters nns,1,<NNS>
paramters,paramters nns,1,<NNS>
part,part nn,1,<NN>
parted,parted vbn,1,<VBN>
particles,particles nns,1,<NNS>
parts,parts nns,1,<NNS>
party,party nn,1,<NN>
pass,pass nn,1,<NN>
passed,passed vbn,1,<VBN>
past,past nn,1,<NN>
past bearing,past in_pos bearing nn,1,<IN><NN>
pb,pb nn,1,<NN>
pecker,pecker nn,1,<NN>
peckerhead,peckerhead nn,1,<NN>
peices,peices nns,1,<NNS>
pencil,pencil nn,1,<NN>
pending,pending vbg,1,<VBG>
peoper,peoper nn,1,<NN>
per first tag,per in_pos first jj tag nn,1,<IN><JJ><NN>
per oem,per in_pos oem nn,1,<IN><NN>
per pm,per in_pos pm nn,1,<IN><NN>
percentage,percentage nn,1,<NN>
perfect,perfect nn,1,<NN>
perfomed,perfomed vbn,1,<VBN>
perform,perform nn,1,<NN>
performed,performed vbn,1,<VBN>
performing,performing vbg,1,<VBG>
period,period nn,1,<NN>
periodic,periodic nn,1,<NN>
permits,permits nns,1,<NNS>
person,person nn,1,<NN>
personnel,personnel nns,1,<NNS>
perto,perto nn,1,<NN>
phase,phase nn,1,<NN>
phases,phases nns,1,<NNS>
photos,photos nns,1,<NNS>
physically checked,physically rb checked vbn,1,<RB><VBN>
physically examined,physically rb examined vbn,1,<RB><VBN>
physically impossible,physically rb impossible jj,1,<RB><JJ>
pi,pi nn,1,<NN>
picked,picked nns,1,<NNS>
pics,pics nns,1,<NNS>
picture,picture nn,1,<NN>
pictures,pictures nns,1,<NNS>
pictures attached,pictures nns attached vbd,1,<NNS><VBD>
pilled,pilled vbn,1,<VBN>
pilot,pilot nn,1,<NN>
pipe,pipe nn,1,<NN>
pipe pressuretested,pipe nn pressuretested vbd,1,<NN><VBD>
pipes,pipes nns,1,<NNS>
piping,piping vbg,1,<VBG>
pistons,pistons nns,1,<NNS>
pit,pit nn,1,<NN>
pits,pits nns,1,<NNS>
pitting,pitting vbg,1,<VBG>
piump,piump nn,1,<NN>
place,place nn,1,<NN>
placed,placed vbn,1,<VBN>
placeensured,placeensured vbn,1,<VBN>
places,places nns,1,<NNS>
placing,placing vbg,1,<VBG>
plain,plain nn,1,<NN>
plan,plan nn,1,<NN>
planned,planned vbn,1,<VBN>
planning,planning nn,1,<NN>
plate,plate nn,1,<NN>
platerestored,platerestored vbn,1,<VBN>
plates,plates nns,1,<NNS>
plates present,plates nns present jj,1,<NNS><JJ>
please,please nn,1,<NN>
plenty,plenty nn,1,<NN>
pltd,pltd nn,1,<NN>
plug,plug nn,1,<NN>
plugs,plugs nns,1,<NNS>
plusation,plusation nn,1,<NN>
pm,pm nn,1,<NN>
pm carried,pm nn carried vbd,1,<NN><VBD>
pm completed,pm nn completed vbd,1,<NN><VBD>
pms,pms nn,1,<NN>
pmsr,pmsr nn,1,<NN>
po,po nn,1,<NN>
point,point nn,1,<NN>
points,points nns,1,<NNS>
polarization,polarization nn,1,<NN>
policies,policies nns,1,<NNS>
pop,pop nn,1,<NN>
port,port nn,1,<NN>
ports,ports nns,1,<NNS>
position,position nn,1,<NN>
possible,possible jj,1,<JJ>
possibley,possibley nn,1,<NN>
pot,pot nn,1,<NN>
pounds,pounds nns,1,<NNS>
power,power nn,1,<NN>
ppe,ppe nn,1,<NN>
pr,pr nn,1,<NN>
practice,practice nn,1,<NN>
prcharged,prcharged vbn,1,<VBN>
pre,pre nn,1,<NN>
precharge,precharge nn,1,<NN>
precharged,precharged vbn,1,<VBN>
preformed,preformed vbn,1,<VBN>
prelectronics,prelectronics nns,1,<NNS>
prep,prep nn,1,<NN>
preparation,preparation nn,1,<NN>
prepared,prepared jj,1,<JJ>
present,present nn,1,<NN>
present sealed,present nn sealed vbd,1,<NN><VBD>
presentation,presentation nn,1,<NN>
presents,presents nns,1,<NNS>
preset,preset nn,1,<NN>
pressure,pressure nn,1,<NN>
pressure tested,pressure nn tested vbd,1,<NN><VBD>
pressures,pressures nns,1,<NNS>
pretty,pretty rb,1,<RB>
prevented,prevented vbn,1,<VBN>
prevents,prevents nns,1,<NNS>
previous,previous jj,1,<JJ>
previously inspected,previously rb inspected vbn,1,<RB><VBN>
previously opened,previously rb opened vbn,1,<RB><VBN>
previously returned,previously rb returned vbn,1,<RB><VBN>
primeaux,primeaux nn,1,<NN>
primed,primed vbn,1,<VBN>
prior,prior rb,1,<RB>
priority,priority nn,1,<NN>
probes,probes nns,1,<NNS>
problem,problem nn,1,<NN>
problems,problems nns,1,<NNS>
procedure,procedure nn,1,<NN>
procedures,procedures nns,1,<NNS>
process,process nn,1,<NN>
product,product nn,1,<NN>
production,production nn,1,<NN>
program,program nn,1,<NN>
progress,progress nn,1,<NN>
prompted,prompted vbn,1,<VBN>
proof,proof nn,1,<NN>
proper,proper nn,1,<NN>
properley,properley nn,1,<NN>
properly,properly rb,1,<RB>
properly at time,properly rb at in_pos time nn,1,<RB><IN><NN>
properly checked,properly rb checked vbn,1,<RB><VBN>
properly cleaned,properly rb cleaned vbn,1,<RB><VBN>
properly control,properly rb control nn,1,<RB><NN>
properly greased,properly rb greased vbn,1,<RB><VBN>
properly isolated,properly rb isolated vbn,1,<RB><VBN>
properly lubricated,properly rb lubricated vbn,1,<RB><VBN>
properly made,properly rb made vbn,1,<RB><VBN>
properly marked,properly rb marked vbn,1,<RB><VBN>
properly note,properly rb note nn,1,<RB><NN>
properly on standpipe,properly rb on in_pos standpipe nn,1,<RB><IN><NN>
properly purpose,properly rb purpose nn,1,<RB><NN>
properly removed,properly rb removed vbn,1,<RB><VBN>
properly routed,properly rb routed vbn,1,<RB><VBN>
properly started,properly rb started vbd,1,<RB><VBD>
properly tested,properly rb tested vbn,1,<RB><VBN>
properly tight,properly rb tight nn,1,<RB><NN>
properly tightens,properly rb tightens nns,1,<RB><NNS>
properly torqued,properly rb torqued vbn,1,<RB><VBN>
properly used,properly rb used vbn,1,<RB><VBN>
protected,protected vbn,1,<VBN>
protective,protective nn,1,<NN>
proteus,proteus nn,1,<NN>
provided,provided vbn,1,<VBN>
prox,prox nn,1,<NN>
proximity,proximity nn,1,<NN>
prv,prv nn,1,<NN>
prvs,prvs nn,1,<NN>
psi,psi nn,1,<NN>
pte,pte nn,1,<NN>
ptw,ptw nn,1,<NN>
puck,puck nn,1,<NN>
pulled,pulled vbd,1,<VBD>
pulley,pulley nn,1,<NN>
pulling,pulling vbg,1,<VBG>
pulsation,pulsation nn,1,<NN>
pump,pump nn,1,<NN>
pumpd,pumpd nn,1,<NN>
pumped,pumped nn,1,<NN>
pumping,pumping vbg,1,<VBG>
pumps,pumps nns,1,<NNS>
purifiers,purifiers nns,1,<NNS>
purpose,purpose nn,1,<NN>
push,push nn,1,<NN>
pushbuttons,pushbuttons nns,1,<NNS>
put,put nn,1,<NN>
putensured,putensured vbn,1,<VBN>
qty,qty nn,1,<NN>
qty requested,qty nn requested vbd,1,<NN><VBD>
qualified,qualified vbn,1,<VBN>
quick,quick nn,1,<NN>
quotation,quotation nn,1,<NN>
quote,quote nn,1,<NN>
quote recieved,quote nn recieved vbd,1,<NN><VBD>
quotes,quotes nns,1,<NNS>
r,r nn,1,<NN>
ra,ra nn,1,<NN>
rag,rag nn,1,<NN>
raised,raised vbn,1,<VBN>
rajah,rajah nn,1,<NN>
ran,ran nn,1,<NN>
range,range nn,1,<NN>
rating,rating nn,1,<NN>
rattling,rattling vbg,1,<VBG>
re,re nn,1,<NN>
rea,rea nn,1,<NN>
reached,reached vbn,1,<VBN>
reactivation,reactivation nn,1,<NN>
read,read nn,1,<NN>
readable,readable jj,1,<JJ>
reading,reading nn,1,<NN>
readings,readings nns,1,<NNS>
reads,reads nns,1,<NNS>
readt,readt nn,1,<NN>
ready,ready jj,1,<JJ>
really loose,really rb loose jj,1,<RB><JJ>
reasonably clean,reasonably rb clean jj,1,<RB><JJ>
reassembling,reassembling vbg,1,<VBG>
rebuilt,rebuilt nn,1,<NN>
received,received vbn,1,<VBN>
recent,recent jj,1,<JJ>
recently changed,recently rb changed vbn,1,<RB><VBN>
recently replaced,recently rb replaced vbd,1,<RB><VBD>
recevid,recevid nn,1,<NN>
recevied,recevied vbn,1,<VBN>
recieved,recieved vbn,1,<VBN>
recommendation,recommendation nn,1,<NN>
recommendations,recommendations nns,1,<NNS>
reconnected,reconnected vbn,1,<VBN>
reconnecting,reconnecting vbg,1,<VBG>
record,record nn,1,<NN>
recorded,recorded vbn,1,<VBN>
recording,recording vbg,1,<VBG>
records,records nns,1,<NNS>
recored,recored vbn,1,<VBN>
rectified,rectified vbn,1,<VBN>
red,red jj,1,<JJ>
redings,redings nns,1,<NNS>
reduced,reduced vbn,1,<VBN>
reel,reel nn,1,<NN>
ref,ref nn,1,<NN>
refer,refer nn,1,<NN>
refered,refered vbn,1,<VBN>
reference,reference nn,1,<NN>
references,references nns,1,<NNS>
referred,referred vbn,1,<VBN>
reflecting,reflecting vbg,1,<VBG>
refur,refur nn,1,<NN>
regards,regards nns,1,<NNS>
register,register nn,1,<NN>
regular,regular jj,1,<JJ>
reinstalled,reinstalled vbn,1,<VBN>
reisolated,reisolated vbn,1,<VBN>
related,related jj,1,<JJ>
relay,relay nn,1,<NN>
relays,relays nns,1,<NNS>
released,released vbn,1,<VBN>
relevant,relevant nn,1,<NN>
reliability,reliability nn,1,<NN>
relief,relief nn,1,<NN>
remaining,remaining vbg,1,<VBG>
remegged,remegged vbn,1,<VBN>
remote,remote nn,1,<NN>
removal,removal nn,1,<NN>
remove,remove vb,1,<VB>
removed,removed vbn,1,<VBN>
removing,removing vbg,1,<VBG>
repainting,repainting vbg,1,<VBG>
repair,repair nn,1,<NN>
repair return,repair nn return nn,1,<NN><NN>
repaired,repaired vbn,1,<VBN>
